"Date","VWC_1","VWC_2","VWC_3","VWC_4","VWC_5","VWC_6","SWP"
2025-05-14,0.359940972222222,0.271440972222222,0.29859375,0.306788194444444,0.326,0.342121527777778,-196.806043230177
2025-05-15,0.388288194444444,0.277961805555556,0.298482638888889,0.306677083333333,0.326,0.342784722222222,-197.48602811951
2025-05-16,0.3949375,0.287663194444444,0.301315972222222,0.308430555555556,0.326763888888889,0.343392361111111,-191.486578106338
2025-05-17,0.411625,0.300416666666667,0.310881944444444,0.313583333333333,0.330010416666667,0.345895833333333,-168.891246887901
2025-05-18,0.420854166666667,0.310895833333333,0.32075,0.319850694444444,0.333944444444444,0.349184027777778,-130.840425789017
2025-05-19,0.416809027777778,0.314295138888889,0.329260416666667,0.327197916666667,0.339569444444444,0.355427083333333,-39.3859997617923
2025-05-20,0.408079861111111,0.306888888888889,0.32575,0.326684027777778,0.341486111111111,0.36,-4.52969100758317
2025-05-21,0.4008125,0.301767361111111,0.321486111111111,0.324003472222222,0.340184027777778,0.35990625,-13.7944851247354
2025-05-22,0.415708333333333,0.315263888888889,0.332177083333333,0.328944444444444,0.343340277777778,0.363607638888889,-12.0236911420991
2025-05-23,0.41434375,0.313298611111111,0.332725694444444,0.331079861111111,0.345625,0.366572916666667,-1.11205862109548
2025-05-24,0.418329861111111,0.314934027777778,0.3334375,0.331097222222222,0.3455,0.366680555555556,-1.09435068126912
2025-05-25,0.413236111111111,0.310010416666667,0.329097222222222,0.328298611111111,0.344277777777778,0.365291666666667,-2.79431290459978
2025-05-26,0.418493055555556,0.315045138888889,0.332708333333333,0.329503472222222,0.34478125,0.365,-3.36096697904334
2025-05-27,0.425654545454545,0.320572727272727,0.336781818181818,0.331836363636364,0.346272727272727,0.366390909090909,-4.26535976035694
2025-05-28,0.421142361111111,0.318663194444444,0.335538194444444,0.33203125,0.34703125,0.367,-4.31365414170157
2025-05-29,0.42409375,0.322003472222222,0.339225694444444,0.334746527777778,0.348895833333333,0.368798611111111,-3.26180251601572
2025-05-30,0.427041666666667,0.322086805555556,0.339208333333333,0.335211805555556,0.349673611111111,0.369576388888889,-4.39156907693756
2025-05-31,0.417163194444444,0.3185625,0.337631944444444,0.335270833333333,0.350010416666667,0.37,-5.77278838339372
2025-06-01,0.408875,0.313958333333333,0.334496527777778,0.333795138888889,0.35,0.37,-23.3673973948661
2025-06-02,0.414572916666667,0.321166666666667,0.341385416666667,0.338565972222222,0.354135416666667,0.374597222222222,-33.0536404798857
2025-06-03,0.413027777777778,0.31896875,0.340173611111111,0.340222222222222,0.355902777777778,0.377152777777778,-1.52288282506706
2025-06-04,0.404986111111111,0.312118055555556,0.334222222222222,0.336298611111111,0.353322916666667,0.374548611111111,-7.32046232421768
2025-06-05,0.398788194444444,0.307434027777778,0.330298611111111,0.333465277777778,0.351315972222222,0.372711805555556,-37.2822965104207
2025-06-06,0.406329861111111,0.314722222222222,0.335604166666667,0.337871527777778,0.354472222222222,0.376368055555556,-48.215178559216
2025-06-07,0.411743055555556,0.317069444444444,0.338305555555556,0.340003472222222,0.356055555555556,0.378819444444444,-1.30684595918545
2025-06-08,0.404871527777778,0.312038194444444,0.333541666666667,0.335552083333333,0.353048611111111,0.375399305555556,-6.96630352769046
2025-06-09,0.403743055555556,0.312871527777778,0.333590277777778,0.33546875,0.352548611111111,0.374239583333333,-38.3766471916898
2025-06-10,0.421427083333333,0.325222222222222,0.344451388888889,0.344229166666667,0.358434027777778,0.380618055555556,-2.95368436303703
2025-06-11,0.409815972222222,0.318173611111111,0.338739583333333,0.339357638888889,0.355972222222222,0.377510416666667,-9.12667218650652
2025-06-12,0.427152777777778,0.329802083333333,0.347541666666667,0.346329861111111,0.3601875,0.381673611111111,-3.3149263354948
2025-06-13,0.419013888888889,0.323006944444444,0.343197916666667,0.343329861111111,0.359003472222222,0.380486111111111,-1.98683084851772
2025-06-14,0.412315972222222,0.318184027777778,0.339260416666667,0.340489583333333,0.357392361111111,0.378888888888889,-10.004986001894
2025-06-15,0.418756944444444,0.323826388888889,0.342815972222222,0.342694444444444,0.358604166666667,0.380201388888889,-20.6934984810855
2025-06-16,0.417480769230769,0.321557692307692,0.342375,0.343298076923077,0.360528846153846,0.383,-3.3443487585909
2025-06-17,0.416270833333333,0.320055555555556,0.340513888888889,0.341635416666667,0.359590277777778,0.381989583333333,-7.20004833339843
2025-06-18,0.407788194444444,0.315833333333333,0.337305555555556,0.339385416666667,0.357809027777778,0.380295138888889,-31.1907652101525
2025-06-19,0.399003472222222,0.311263888888889,0.334534722222222,0.337420138888889,0.356628472222222,0.378642361111111,-83.6098086841466
2025-06-20,0.391329861111111,0.307753472222222,0.33209375,0.335934027777778,0.355277777777778,0.377069444444444,-109.884849798501
2025-06-21,0.397881944444444,0.307513888888889,0.331711805555556,0.335541666666667,0.355215277777778,0.376923611111111,-115.618680714277
2025-06-22,0.399100694444444,0.307055555555556,0.33009375,0.335673611111111,0.356,0.379,-120.796482319505
2025-06-23,0.399305555555556,0.306399305555556,0.328673611111111,0.334701388888889,0.355229166666667,0.378267361111111,-121.288763046677
2025-06-24,0.396520833333333,0.304482638888889,0.326909722222222,0.33303125,0.353885416666667,0.377041666666667,-126.00615821642
2025-06-25,0.392576388888889,0.30275,0.325833333333333,0.331635416666667,0.35284375,0.375611111111111,-131.389371923634
2025-06-26,0.38878125,0.301489583333333,0.325,0.330291666666667,0.351861111111111,0.37415625,-136.588423056653
2025-06-27,0.385559027777778,0.300357638888889,0.324861111111111,0.329666666666667,0.351,0.373027777777778,-141.553729383965
2025-06-28,0.378875,0.297357638888889,0.323819444444444,0.328826388888889,0.350614583333333,0.372170138888889,-148.172957291059
2025-06-29,0.36959375,0.292916666666667,0.322572916666667,0.327510416666667,0.349753472222222,0.371260416666667,-154.68239597123
2025-06-30,0.359770833333333,0.287350694444444,0.320517361111111,0.325961805555556,0.348527777777778,0.370263888888889,-162.279102156738
2025-07-01,0.359944444444444,0.286395833333333,0.320076388888889,0.325090277777778,0.348,0.37,-165.555071024615
2025-07-02,0.3644375,0.289138888888889,0.322322916666667,0.325878472222222,0.348350694444444,0.37,-166.291721321392
2025-07-03,0.364052083333333,0.289756944444444,0.323704861111111,0.32696875,0.349364583333333,0.37,-167.463986937897
2025-07-04,0.364826388888889,0.290440972222222,0.32475,0.327625,0.35,0.370361111111111,-169.564148601304
2025-07-05,0.36121875,0.28903125,0.324621527777778,0.328704861111111,0.350975694444444,0.371,-170.559334819545
2025-07-06,0.35959375,0.287135416666667,0.323673611111111,0.328506944444444,0.351,0.371121527777778,-172.659496482952
2025-07-07,0.360548611111111,0.286666666666667,0.323319444444444,0.328,0.351,0.3710625,-175.060693123405
2025-07-08,0.362357638888889,0.287607638888889,0.323996527777778,0.3279375,0.351,0.3710625,-178.527907741407
2025-07-09,0.3624375,0.28796875,0.324878472222222,0.328020833333333,0.351,0.371805555555556,-182.838020295143
2025-07-10,0.360673611111111,0.287034722222222,0.325,0.328309027777778,0.351604166666667,0.372,-188.083112071712
2025-07-11,0.358197916666667,0.285270833333333,0.324739583333333,0.328576388888889,0.352027777777778,0.372340277777778,-193.051959986988
2025-07-12,0.366232638888889,0.284395833333333,0.323795138888889,0.32825,0.352381944444444,0.372954861111111,-197.347906188864
2025-07-13,0.377555555555556,0.286163194444444,0.323763888888889,0.328663194444444,0.353659722222222,0.374638888888889,-200.907202093962
2025-07-14,0.376461805555556,0.28834375,0.324493055555556,0.329003472222222,0.354,0.375,-201.813848613072
2025-07-15,0.425794871794872,0.328794871794872,0.346,0.34517094017094,0.368,0.394,-108.17862168877
2025-07-16,0.421826388888889,0.325638888888889,0.344989583333333,0.345017361111111,0.367684027777778,0.394,-111.715850776547
2025-07-17,0.420364583333333,0.325715277777778,0.3461875,0.346940972222222,0.368138888888889,0.393930555555556,-112.696870642927
2025-07-18,0.433274305555556,0.338152777777778,0.362083333333333,0.366503472222222,0.382204861111111,0.411506944444444,-1.0199773339984
2025-07-19,0.422795138888889,0.329197916666667,0.352413194444444,0.354309027777778,0.374395833333333,0.403173611111111,-3.35388380311279
2025-07-20,0.415732638888889,0.324069444444444,0.348013888888889,0.350913194444444,0.37209375,0.399375,-30.6666101912921
2025-07-21,0.41175,0.320802083333333,0.345305555555556,0.348673611111111,0.370430555555556,0.396361111111111,-85.8693418059903
2025-07-22,0.429638888888889,0.335746527777778,0.356583333333333,0.357145833333333,0.375923611111111,0.403152777777778,-30.0184995936474
2025-07-23,0.423270833333333,0.329802083333333,0.352892361111111,0.354763888888889,0.374791666666667,0.403024305555556,-2.06120419578843
2025-07-24,0.415510416666667,0.323878472222222,0.347850694444444,0.350854166666667,0.372142361111111,0.399072916666667,-19.2095731236365
2025-07-25,0.409180555555556,0.319309027777778,0.344513888888889,0.34815625,0.369850694444444,0.395756944444444,-78.1593048055927
2025-07-26,0.403190972222222,0.315645833333333,0.342024305555556,0.346170138888889,0.368100694444444,0.393048611111111,-110.525877220215
2025-07-27,0.409496527777778,0.321684027777778,0.348555555555556,0.356104166666667,0.372416666666667,0.397163194444444,-93.6679185055197
2025-07-28,0.428461805555556,0.334777777777778,0.359284722222222,0.364104166666667,0.378177083333333,0.407392361111111,-1.0199773339984
2025-07-29,0.4215625,0.328378472222222,0.352201388888889,0.355583333333333,0.37334375,0.401159722222222,-4.71031199381206
2025-07-30,0.416392361111111,0.324670138888889,0.348732638888889,0.35225,0.37125,0.397663194444444,-42.1873958423227
2025-07-31,0.411934027777778,0.321503472222222,0.346329861111111,0.350194444444444,0.3695625,0.394826388888889,-99.1077976201779
2025-08-01,0.408951388888889,0.319107638888889,0.344552083333333,0.348774305555556,0.368642361111111,0.392600694444444,-114.828906598021
2025-08-02,0.406958333333333,0.316927083333333,0.3429375,0.347420138888889,0.367559027777778,0.390770833333333,-123.601419988001
2025-08-03,0.402854166666667,0.313746527777778,0.340902777777778,0.345673611111111,0.366409722222222,0.389350694444444,-131.828528831328
2025-08-04,0.399232638888889,0.310951388888889,0.338579861111111,0.343899305555556,0.364555555555556,0.387444444444444,-139.202114975024
2025-08-05,0.396579861111111,0.308440972222222,0.337142361111111,0.342576388888889,0.3635,0.385927083333333,-144.603036622065
2025-08-06,0.392154929577465,0.305197183098592,0.334943661971831,0.340211267605634,0.361345070422535,0.384,-154.584029612532
2025-08-07,0.415909722222222,0.308347222222222,0.334208333333333,0.339892361111111,0.361850694444444,0.384951388888889,-155.666957425576
2025-08-08,0.428940972222222,0.323947916666667,0.339614583333333,0.343833333333333,0.365909722222222,0.394368055555556,-149.99333350521
2025-08-09,0.419756944444444,0.3211875,0.342388888888889,0.3454375,0.366569444444444,0.394763888888889,-139.566898535447
2025-08-10,0.414309027777778,0.318017361111111,0.340284722222222,0.343777777777778,0.365434027777778,0.393420138888889,-137.856311548221
2025-08-11,0.410961805555556,0.316034722222222,0.338736111111111,0.3424375,0.363989583333333,0.391479166666667,-141.22082011523
2025-08-12,0.407368055555556,0.314038194444444,0.337899305555556,0.341538194444444,0.363173611111111,0.389520833333333,-146.256958201847
2025-08-13,0.400871527777778,0.311190972222222,0.336423611111111,0.340510416666667,0.362600694444444,0.3875625,-152.093495168615
2025-08-14,0.39171875,0.3068125,0.334388888888889,0.339357638888889,0.361649305555556,0.386402777777778,-158.418771274592
2025-08-15,0.382184027777778,0.301892361111111,0.332260416666667,0.337798611111111,0.360975694444444,0.384697916666667,-165.73923359881
2025-08-16,0.373586805555556,0.297152777777778,0.33040625,0.336583333333333,0.3601875,0.383534722222222,-173.332398196353
2025-08-17,0.369784722222222,0.294489583333333,0.329291666666667,0.335930555555556,0.36,0.38275,-178.032085426269
2025-08-18,0.368767361111111,0.293402777777778,0.328434027777778,0.3351875,0.359288194444444,0.381725694444444,-180.936187557792
2025-08-19,0.369545138888889,0.293430555555556,0.32865625,0.335024305555556,0.358975694444444,0.381,-182.476778322686
2025-08-20,0.369763888888889,0.293545138888889,0.329065972222222,0.335069444444444,0.3580625,0.380298611111111,-185.072762301231
2025-08-21,0.367114583333333,0.292777777777778,0.329458333333333,0.3351875,0.358013888888889,0.38,-187.849367266004
2025-08-22,0.363913194444444,0.290729166666667,0.328586805555556,0.335079861111111,0.358097222222222,0.38,-190.859717036486
2025-08-23,0.400003472222222,0.305475694444444,0.3334375,0.336364583333333,0.359732638888889,0.381954861111111,-179.583300955058
2025-08-24,0.416465277777778,0.318975694444444,0.340739583333333,0.340604166666667,0.363,0.385,-162.091397994579
2025-08-25,0.413802083333333,0.318069444444444,0.340503472222222,0.34096875,0.363,0.385,-161.641616322989
2025-08-26,0.410376344086021,0.316,0.339989247311828,0.341,0.363,0.385,-163.295080923679
2025-08-27,0.409,0.315555555555556,0.339559027777778,0.340982638888889,0.363,0.384555555555556,-164.396971759971
2025-08-28,0.436111111111111,0.340052083333333,0.363375,0.361975694444444,0.376166666666667,0.397743055555556,-20.3180901567668
2025-08-29,0.430420138888889,0.333642361111111,0.356618055555556,0.357097222222222,0.3750625,0.398753472222222,-1.88058320955955
2025-08-30,0.424107638888889,0.329107638888889,0.352475694444444,0.353916666666667,0.373409722222222,0.397225694444444,-9.98373647410239
2025-08-31,0.418722222222222,0.325399305555556,0.349378472222222,0.351784722222222,0.372152777777778,0.395392361111111,-46.8056265490377
2025-09-01,0.415427083333333,0.322684027777778,0.347204861111111,0.350121527777778,0.370711805555556,0.393784722222222,-91.1994316937249
2025-09-02,0.411954861111111,0.320454861111111,0.345611111111111,0.348729166666667,0.369694444444444,0.392295138888889,-109.636938640932
2025-09-03,0.407770833333333,0.318204861111111,0.344430555555556,0.347496527777778,0.368541666666667,0.390916666666667,-117.520513451628
2025-09-04,0.401972222222222,0.314878472222222,0.342559027777778,0.346388888888889,0.367138888888889,0.389590277777778,-125.241175215921
2025-09-05,0.395815972222222,0.310875,0.340104166666667,0.344732638888889,0.3660625,0.388166666666667,-132.2393530353
2025-09-06,0.391913194444444,0.307982638888889,0.337996527777778,0.343020833333333,0.364684027777778,0.38678125,-138.996702873039
2025-09-07,0.388871527777778,0.305892361111111,0.336506944444444,0.341579861111111,0.363625,0.385541666666667,-145.870925113632
2025-09-08,0.384652777777778,0.303479166666667,0.335017361111111,0.340184027777778,0.362604166666667,0.384454861111111,-152.720356238469
2025-09-09,0.380819444444444,0.301034722222222,0.333520833333333,0.3391875,0.361447916666667,0.383711805555556,-158.507310973724
2025-09-10,0.378479166666667,0.298847222222222,0.332055555555556,0.338118055555556,0.360645833333333,0.382736111111111,-163.550532236271
2025-09-11,0.375506944444444,0.29703125,0.330739583333333,0.33709375,0.359979166666667,0.381868055555556,-168.466256332069
2025-09-12,0.372083333333333,0.294246527777778,0.329166666666667,0.336107638888889,0.35903125,0.380927083333333,-173.314690256527
2025-09-13,0.368784722222222,0.291697916666667,0.327454861111111,0.334777777777778,0.358017361111111,0.380003472222222,-178.658946496122
2025-09-14,0.365725694444444,0.289701388888889,0.325701388888889,0.333631944444444,0.357048611111111,0.379302083333333,-184.555690458301
2025-09-15,0.36346875,0.287920138888889,0.324597222222222,0.332534722222222,0.356329861111111,0.37825,-189.49974725782
2025-09-16,0.362309027777778,0.286565972222222,0.323611111111111,0.331861111111111,0.355729166666667,0.377378472222222,-193.221956209322
2025-09-17,0.360336805555556,0.285239583333333,0.322725694444444,0.330850694444444,0.354954861111111,0.377,-197.854353267898
2025-09-18,0.358368055555556,0.283385416666667,0.321618055555556,0.329871527777778,0.354052083333333,0.376041666666667,-203.400480021515
2025-09-19,0.363611111111111,0.2825,0.320916666666667,0.329204861111111,0.354,0.376024305555556,-207.604344936292
2025-09-20,0.362798611111111,0.282152777777778,0.319878472222222,0.328677083333333,0.353635416666667,0.375607638888889,-210.710317581836
2025-09-21,0.386989583333333,0.289048611111111,0.320746527777778,0.328427083333333,0.354288194444444,0.376743055555556,-210.334909257518
2025-09-22,0.409079861111111,0.307309027777778,0.328590277777778,0.33378125,0.359809027777778,0.38346875,-176.101919985196
2025-09-23,0.401558558558559,0.306432432432432,0.329495495495496,0.33481981981982,0.359,0.382135135135135,-162.203963060718
2025-09-24,0.400371527777778,0.30575,0.328722222222222,0.334041666666667,0.3581875,0.381496527777778,-161.754947137879
2025-09-25,0.398211805555556,0.3043125,0.328013888888889,0.332961805555556,0.357131944444444,0.380107638888889,-163.624905583542
2025-09-26,0.395184027777778,0.302979166666667,0.327284722222222,0.332,0.35628125,0.378864583333333,-167.141702433058
2025-09-27,0.389534722222222,0.299732638888889,0.325375,0.331017361111111,0.355392361111111,0.377611111111111,-171.218070181085
2025-09-28,0.386809027777778,0.297326388888889,0.323576388888889,0.329583333333333,0.354184027777778,0.376541666666667,-175.174023938295
2025-09-29,0.385315972222222,0.296385416666667,0.322916666666667,0.328524305555556,0.35296875,0.375225694444444,-179.519552371683
2025-09-30,0.386,0.296,0.323,0.327809027777778,0.351871527777778,0.373923611111111,-182.427196091173
2025-10-01,0.384420138888889,0.295614583333333,0.322913194444444,0.327260416666667,0.351010416666667,0.373,-185.46233697741
2025-10-02,0.381336805555556,0.294065972222222,0.321934027777778,0.327003472222222,0.350739583333333,0.372684027777778,-188.515185803475
2025-10-03,0.381,0.293,0.32103125,0.326565972222222,0.35,0.372,-190.834925920728
2025-10-04,0.38,0.292,0.320544117647059,0.326,0.349941176470588,0.371,-193.473200626153
2025-10-05,0.378725694444444,0.290569444444444,0.319447916666667,0.325232638888889,0.349090277777778,0.370975694444444,-194.273807835008
2025-10-06,0.374638888888889,0.287420138888889,0.3170625,0.324430555555556,0.348461805555556,0.370052083333333,-195.910021474964
2025-10-07,0.372631944444444,0.284729166666667,0.314565972222222,0.322673611111111,0.347461805555556,0.36959375,-197.974767258717
2025-10-08,0.372388888888889,0.283458333333333,0.313024305555556,0.321128472222222,0.345847222222222,0.368440972222222,-200.000555574853
2025-10-09,0.371961805555556,0.282520833333333,0.311944444444444,0.319826388888889,0.34471875,0.367222222222222,-202.299046164315
2025-10-10,0.372229166666667,0.282,0.311576388888889,0.318881944444444,0.343989583333333,0.366503472222222,-204.721492332561
2025-10-11,0.373409722222222,0.282819444444444,0.311930555555556,0.318180555555556,0.343149305555556,0.365902777777778,-206.361247560481
2025-10-12,0.370701388888889,0.281920138888889,0.311673611111111,0.318149305555556,0.343,0.365027777777778,-206.743739060731
2025-10-13,0.365763888888889,0.278663194444444,0.309638888888889,0.317947916666667,0.34275,0.365,-207.225395024009
2025-10-14,0.361673611111111,0.274739583333333,0.306684027777778,0.316454861111111,0.341645833333333,0.364059027777778,-207.972670084681
2025-10-15,0.361333333333333,0.273135416666667,0.305013888888889,0.314868055555556,0.340486111111111,0.363003472222222,-208.907649307512
2025-10-16,0.3618125,0.272760416666667,0.304059027777778,0.313871527777778,0.339229166666667,0.362107638888889,-209.382222094859
2025-10-17,0.361513888888889,0.272177083333333,0.303458333333333,0.312993055555556,0.338451388888889,0.361055555555556,-210.49073912799
