"Date","FCP.LYS1_1","FCP.LYS1_2","FCP.LYS1_3","FCP.LYS1_4","FCP.LYS1_5","FCP.LYS1_6","FCP.LYS1_SWP"
"2025-08-18",0.368767361111111,0.293402777777778,0.328434027777778,0.3351875,0.359288194444444,0.381725694444444,-17.7392361111111
"2025-08-19",0.369545138888889,0.293430555555556,0.32865625,0.335024305555556,0.358975694444444,0.381,-17.8902777777778
"2025-08-20",0.369763888888889,0.293545138888889,0.329065972222222,0.335069444444444,0.3580625,0.380298611111111,-18.1447916666667
"2025-08-21",0.367114583333333,0.292777777777778,0.329458333333333,0.3351875,0.358013888888889,0.38,-18.4170138888889
"2025-08-22",0.363913194444444,0.290729166666667,0.328586805555556,0.335079861111111,0.358097222222222,0.38,-18.7121527777778
"2025-08-23",0.400003472222222,0.305475694444444,0.3334375,0.336364583333333,0.359732638888889,0.381954861111111,-17.6065972222222
"2025-08-24",0.416465277777778,0.318975694444444,0.340739583333333,0.340604166666667,0.363,0.385,-15.8916666666667
"2025-08-25",0.413802083333333,0.318069444444444,0.340503472222222,0.34096875,0.363,0.385,-15.8475694444444
"2025-08-26",0.410376344086021,0.316,0.339989247311828,0.341,0.363,0.385,-16.0096774193548
"2025-08-27",0.409,0.315555555555556,0.339559027777778,0.340982638888889,0.363,0.384555555555556,-16.1177083333333
"2025-08-28",0.436111111111111,0.340052083333333,0.363375,0.361975694444444,0.376166666666667,0.397743055555556,-1.99201388888889
"2025-08-29",0.430420138888889,0.333642361111111,0.356618055555556,0.357097222222222,0.3750625,0.398753472222222,-0.184375
"2025-08-30",0.424107638888889,0.329107638888889,0.352475694444444,0.353916666666667,0.373409722222222,0.397225694444444,-0.978819444444444
"2025-08-31",0.418722222222222,0.325399305555556,0.349378472222222,0.351784722222222,0.372152777777778,0.395392361111111,-4.58888888888889
"2025-09-01",0.415427083333333,0.322684027777778,0.347204861111111,0.350121527777778,0.370711805555556,0.393784722222222,-8.94131944444444
"2025-09-02",0.411954861111111,0.320454861111111,0.345611111111111,0.348729166666667,0.369694444444444,0.392295138888889,-10.7489583333333
"2025-09-03",0.407770833333333,0.318204861111111,0.344430555555556,0.347496527777778,0.368541666666667,0.390916666666667,-11.521875
"2025-09-04",0.401972222222222,0.314878472222222,0.342559027777778,0.346388888888889,0.367138888888889,0.389590277777778,-12.2788194444444
"2025-09-05",0.395815972222222,0.310875,0.340104166666667,0.344732638888889,0.3660625,0.388166666666667,-12.9649305555556
"2025-09-06",0.391913194444444,0.307982638888889,0.337996527777778,0.343020833333333,0.364684027777778,0.38678125,-13.6274305555556
"2025-09-07",0.388871527777778,0.305892361111111,0.336506944444444,0.341579861111111,0.363625,0.385541666666667,-14.3013888888889
"2025-09-08",0.384652777777778,0.303479166666667,0.335017361111111,0.340184027777778,0.362604166666667,0.384454861111111,-14.9729166666667
"2025-09-09",0.380819444444444,0.301034722222222,0.333520833333333,0.3391875,0.361447916666667,0.383711805555556,-15.5402777777778
"2025-09-10",0.378479166666667,0.298847222222222,0.332055555555556,0.338118055555556,0.360645833333333,0.382736111111111,-16.0347222222222
"2025-09-11",0.375506944444444,0.29703125,0.330739583333333,0.33709375,0.359979166666667,0.381868055555556,-16.5166666666667
"2025-09-12",0.372083333333333,0.294246527777778,0.329166666666667,0.336107638888889,0.35903125,0.380927083333333,-16.9920138888889
"2025-09-13",0.368784722222222,0.291697916666667,0.327454861111111,0.334777777777778,0.358017361111111,0.380003472222222,-17.5159722222222
"2025-09-14",0.365725694444444,0.289701388888889,0.325701388888889,0.333631944444444,0.357048611111111,0.379302083333333,-18.0940972222222
"2025-09-15",0.36346875,0.287920138888889,0.324597222222222,0.332534722222222,0.356329861111111,0.37825,-18.5788194444444
"2025-09-16",0.362309027777778,0.286565972222222,0.323611111111111,0.331861111111111,0.355729166666667,0.377378472222222,-18.94375
"2025-09-17",0.360336805555556,0.285239583333333,0.322725694444444,0.330850694444444,0.354954861111111,0.377,-19.3979166666667
"2025-09-18",0.358368055555556,0.283385416666667,0.321618055555556,0.329871527777778,0.354052083333333,0.376041666666667,-19.9416666666667
