 ******* Program HYDRUS
 ******* 
 None                                                                    
 Date:  16. 1.    Time:  15:28:29
 Units: L = mm   , T = days , M = mmol 

       Time          rTop        rRoot        vTop         vRoot        vBot       sum(rTop)   sum(rRoot)    sum(vTop)   sum(vRoot)    sum(vBot)      hTop         hRoot        hBot        RunOff    sum(RunOff)     Volume     sum(Infil)    sum(Evap) TLevel Cum(WTrans)  SnowLayer
        [T]         [L/T]        [L/T]        [L/T]        [L/T]        [L/T]         [L]          [L]          [L]         [L]           [L]         [L]           [L]         [L]          [L/T]         [L]          [L]          [L]          [L]

      28.0000  0.34290E-01  0.00000E+00  0.10910E-03  0.00000E+00 -0.26822E-06  0.27470E+01  0.00000E+00  0.16274E+00  0.00000E+00 -0.74208E-05 -0.10000E+07 -0.76064E+01 -0.15005E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16274E+00     89  0.00000E+00      0.000
      29.0000  0.22860E-01  0.00000E+00  0.97704E-04  0.00000E+00 -0.26822E-06  0.27699E+01  0.00000E+00  0.16284E+00  0.00000E+00 -0.76890E-05 -0.10000E+07 -0.76066E+01 -0.15005E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16284E+00     91  0.00000E+00      0.000
      30.0000  0.55880E-01  0.00000E+00  0.87520E-04  0.00000E+00 -0.26822E-06  0.28257E+01  0.00000E+00  0.16293E+00  0.00000E+00 -0.79572E-05 -0.10000E+07 -0.76068E+01 -0.15005E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16293E+00     93  0.00000E+00      0.000
      31.0000  0.10414E+00  0.00000E+00  0.78420E-04  0.00000E+00 -0.26822E-06  0.29299E+01  0.00000E+00  0.16301E+00  0.00000E+00 -0.82254E-05 -0.10000E+07 -0.76070E+01 -0.15005E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16301E+00     95  0.00000E+00      0.000
      32.0000  0.11176E+00  0.00000E+00  0.70290E-04  0.00000E+00 -0.26822E-06  0.30416E+01  0.00000E+00  0.16309E+00  0.00000E+00 -0.84937E-05 -0.10000E+07 -0.76072E+01 -0.15005E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16309E+00     97  0.00000E+00      0.000
      33.0000  0.14478E+00  0.00000E+00  0.63022E-04  0.00000E+00 -0.26822E-06  0.31864E+01  0.00000E+00  0.16315E+00  0.00000E+00 -0.87619E-05 -0.10000E+07 -0.76073E+01 -0.15006E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16315E+00     99  0.00000E+00      0.000
      34.0000  0.26162E+00  0.00000E+00  0.56526E-04  0.00000E+00 -0.26822E-06  0.34480E+01  0.00000E+00  0.16321E+00  0.00000E+00 -0.90301E-05 -0.10000E+07 -0.76074E+01 -0.15006E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16321E+00    101  0.00000E+00      0.000
      35.0000  0.19304E+00  0.00000E+00  0.50723E-04  0.00000E+00 -0.26822E-06  0.36411E+01  0.00000E+00  0.16326E+00  0.00000E+00 -0.92983E-05 -0.10000E+07 -0.76076E+01 -0.15006E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16326E+00    103  0.00000E+00      0.000
      36.0000  0.20066E+00  0.00000E+00  0.45534E-04  0.00000E+00 -0.26822E-06  0.38417E+01  0.00000E+00  0.16331E+00  0.00000E+00 -0.95665E-05 -0.10000E+07 -0.76077E+01 -0.15006E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16331E+00    105  0.00000E+00      0.000
      37.0000  0.15240E+00  0.00000E+00  0.40902E-04  0.00000E+00 -0.26822E-06  0.39941E+01  0.00000E+00  0.16335E+00  0.00000E+00 -0.98348E-05 -0.10000E+07 -0.76077E+01 -0.15006E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16335E+00    107  0.00000E+00      0.000
      38.0000  0.21336E+00  0.00000E+00  0.36759E-04  0.00000E+00 -0.26822E-06  0.42075E+01  0.00000E+00  0.16339E+00  0.00000E+00 -0.10103E-04 -0.10000E+07 -0.76078E+01 -0.15006E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16339E+00    109  0.00000E+00      0.000
      39.0000  0.10414E+00  0.00000E+00  0.33057E-04  0.00000E+00 -0.26822E-06  0.43116E+01  0.00000E+00  0.16342E+00  0.00000E+00 -0.10371E-04 -0.10000E+07 -0.76079E+01 -0.15007E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16342E+00    111  0.00000E+00      0.000
      40.0000  0.23622E+00  0.00000E+00  0.29751E-04  0.00000E+00 -0.26822E-06  0.45479E+01  0.00000E+00  0.16345E+00  0.00000E+00 -0.10639E-04 -0.10000E+07 -0.76080E+01 -0.15007E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16345E+00    113  0.00000E+00      0.000
      41.0000  0.27178E+00  0.00000E+00  0.26797E-04  0.00000E+00 -0.26822E-06  0.48197E+01  0.00000E+00  0.16348E+00  0.00000E+00 -0.10908E-04 -0.10000E+07 -0.76080E+01 -0.15007E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16348E+00    115  0.00000E+00      0.000
      42.0000  0.17780E+00  0.00000E+00  0.24156E-04  0.00000E+00 -0.26822E-06  0.49975E+01  0.00000E+00  0.16350E+00  0.00000E+00 -0.11176E-04 -0.10000E+07 -0.76081E+01 -0.15007E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16350E+00    117  0.00000E+00      0.000
      43.0000  0.31750E+00  0.00000E+00  0.21793E-04  0.00000E+00 -0.26822E-06  0.53150E+01  0.00000E+00  0.16353E+00  0.00000E+00 -0.11444E-04 -0.10000E+07 -0.76081E+01 -0.15007E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16353E+00    119  0.00000E+00      0.000
      44.0000  0.23622E+00  0.00000E+00  0.19682E-04  0.00000E+00 -0.26822E-06  0.55512E+01  0.00000E+00  0.16355E+00  0.00000E+00 -0.11712E-04 -0.10000E+07 -0.76082E+01 -0.15007E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16355E+00    121  0.00000E+00      0.000
      45.0000  0.66040E-01  0.00000E+00  0.17799E-04  0.00000E+00 -0.26822E-06  0.56172E+01  0.00000E+00  0.16356E+00  0.00000E+00 -0.11981E-04 -0.10000E+07 -0.76082E+01 -0.15008E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16357E+00    123  0.00000E+00      0.000
      46.0000  0.13208E+00  0.00000E+00  0.16115E-04  0.00000E+00 -0.26822E-06  0.57493E+01  0.00000E+00  0.16358E+00  0.00000E+00 -0.12249E-04 -0.10000E+07 -0.76083E+01 -0.15008E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16358E+00    125  0.00000E+00      0.000
      47.0000  0.28702E+00  0.00000E+00  0.14607E-04  0.00000E+00 -0.26822E-06  0.60363E+01  0.00000E+00  0.16360E+00  0.00000E+00 -0.12517E-04 -0.10000E+07 -0.76083E+01 -0.15008E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16360E+00    127  0.00000E+00      0.000
      48.0000  0.24130E+00  0.00000E+00  0.13263E-04  0.00000E+00 -0.26822E-06  0.62776E+01  0.00000E+00  0.16361E+00  0.00000E+00 -0.12785E-04 -0.10000E+07 -0.76083E+01 -0.15008E+02  0.00000E+00  0.00000E+00  0.23861E+02  0.00000E+00  0.16361E+00    129  0.00000E+00      0.000
