,Unnamed: 0,date,pet_mm,temp.mean.agr_c,min_temp_c,max_temp_c,precip_mm,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h3,theta3,temp3,h7,theta7,temp7,h12,theta12,temp12,h22,theta22,temp22,h32,theta32,temp32,h47,theta47,temp47,h72,theta72,temp72,h92,theta92,temp92,h112,theta112,temp112
323,324,2023-11-20,5,20,10,25,0,5.0,0.0,0.017279,0.0,-0.012449,1420.0,0.0,6.8532,0.0,-18.702,-1000000.0,0.0,-226.45,0.0,169.68,38.794,20.39,37.173,0.0,-3847.55,0.1453,20.0,-1103.11,0.19,20.0,-737.42,0.2094,20.0,-512.76,0.2297,20.0,-418.62,0.2422,20.0,-344.45,0.2549,20.0,-282.54,0.2684,20.0,-255.89,0.2752,20.0,-238.91,0.2799,20.0
324,325,2023-11-21,5,20,10,25,0,5.0,0.0,0.017173,0.0,-0.012338,1425.0,0.0,6.8704,0.0,-18.715,-1000000.0,0.0,-227.1,0.0,169.68,38.764,20.39,37.19,0.0,-3854.84,0.1453,20.0,-1106.06,0.1898,20.0,-739.66,0.2092,20.0,-514.28,0.2295,20.0,-419.85,0.242,20.0,-345.45,0.2547,20.0,-283.37,0.2681,20.0,-256.65,0.275,20.0,-239.62,0.2796,20.0
325,326,2023-11-22,5,20,10,25,0,5.0,0.0,0.017073,0.0,-0.012227,1430.0,0.0,6.8875,0.0,-18.727,-1000000.0,0.0,-227.74,0.0,169.68,38.735,20.39,37.207,0.0,-3861.57,0.1452,20.0,-1109.08,0.1897,20.0,-741.88,0.2091,20.0,-515.8,0.2293,20.0,-421.07,0.2418,20.0,-346.45,0.2545,20.0,-284.19,0.2679,20.0,-257.41,0.2748,20.0,-240.33,0.2794,20.0
326,327,2023-11-23,5,20,10,25,0,5.0,0.0,0.016983,0.0,-0.012117,1435.0,0.0,6.9045,0.0,-18.739,-1000000.0,0.0,-228.38,0.0,169.68,38.706,20.39,37.224,0.0,-3867.74,0.1452,20.0,-1112.24,0.1896,20.0,-744.08,0.2089,20.0,-517.31,0.2292,20.0,-422.28,0.2417,20.0,-347.44,0.2543,20.0,-285.01,0.2677,20.0,-258.16,0.2746,20.0,-241.04,0.2791,20.0
327,328,2023-11-24,5,20,10,25,0,5.0,0.0,0.016902,0.0,-0.012007,1440.0,0.0,6.9214,0.0,-18.751,-1000000.0,0.0,-229.02,0.0,169.68,38.677,20.39,37.241,0.0,-3873.41,0.1451,20.0,-1115.46,0.1894,20.0,-746.29,0.2087,20.0,-518.82,0.229,20.0,-423.5,0.2415,20.0,-348.43,0.2541,20.0,-285.83,0.2675,20.0,-258.91,0.2745,20.0,-241.76,0.2789,20.0
328,329,2023-11-25,5,20,10,25,0,5.0,0.0,0.01682,0.0,-0.011897,1445.0,0.0,6.9383,0.0,-18.763,-1000000.0,0.0,-229.66,0.0,169.68,38.648,20.39,37.258,0.0,-3878.97,0.1451,20.0,-1118.71,0.1893,20.0,-748.49,0.2085,20.0,-520.31,0.2289,20.0,-424.7,0.2413,20.0,-349.42,0.2539,20.0,-286.65,0.2673,20.0,-259.66,0.2743,20.0,-242.47,0.2787,20.0
329,330,2023-11-26,5,20,10,25,0,5.0,0.0,0.016741,0.0,-0.011788,1450.0,0.0,6.955,0.0,-18.775,-1000000.0,0.0,-230.29,0.0,169.68,38.62,20.39,37.275,0.0,-3884.5,0.145,20.0,-1121.97,0.1892,20.0,-750.68,0.2084,20.0,-521.8,0.2287,20.0,-425.89,0.2411,20.0,-350.4,0.2537,20.0,-287.46,0.2671,20.0,-260.4,0.2741,20.0,-243.18,0.2785,20.0
330,331,2023-11-27,5,20,10,25,0,5.0,0.0,0.01666,0.0,-0.011679,1455.0,0.0,6.9717,0.0,-18.786,-1000000.0,0.0,-230.92,0.0,169.68,38.591,20.39,37.291,0.0,-3890.01,0.145,20.0,-1125.25,0.189,20.0,-752.88,0.2082,20.0,-523.28,0.2286,20.0,-427.07,0.241,20.0,-351.38,0.2536,20.0,-288.28,0.2669,20.0,-261.14,0.2739,20.0,-243.89,0.2783,20.0
331,332,2023-11-28,5,20,10,25,0,5.0,0.0,0.01658,0.0,-0.011571,1460.0,0.0,6.9883,0.0,-18.798,-1000000.0,0.0,-231.55,0.0,169.68,38.563,20.39,37.308,0.0,-3895.56,0.1449,20.0,-1128.55,0.1889,20.0,-755.07,0.208,20.0,-524.76,0.2284,20.0,-428.26,0.2408,20.0,-352.36,0.2534,20.0,-289.09,0.2667,20.0,-261.88,0.2737,20.0,-244.59,0.2782,20.0
332,333,2023-11-29,5,20,10,25,0,5.0,0.0,0.0165,0.0,-0.011463,1465.0,0.0,7.0048,0.0,-18.81,-1000000.0,0.0,-232.18,0.0,169.68,38.535,20.39,37.324,0.0,-3901.12,0.1449,20.0,-1131.85,0.1888,20.0,-757.26,0.2079,20.0,-526.22,0.2282,20.0,-429.45,0.2406,20.0,-353.33,0.2532,20.0,-289.9,0.2665,20.0,-262.61,0.2735,20.0,-245.3,0.278,20.0
333,334,2023-11-30,5,20,10,25,0,5.0,0.0,0.016418,0.0,-0.011355,1470.0,0.0,7.0213,0.0,-18.821,-1000000.0,0.0,-232.81,0.0,169.68,38.507,20.39,37.341,0.0,-3906.72,0.1448,20.0,-1135.16,0.1886,20.0,-759.45,0.2077,20.0,-527.67,0.2281,20.0,-430.63,0.2405,20.0,-354.3,0.253,20.0,-290.7,0.2663,20.0,-263.34,0.2733,20.0,-246.0,0.2778,20.0
334,335,2023-12-01,5,20,10,25,0,5.0,0.0,0.016337,0.0,-0.011248,1475.0,0.0,7.0376,0.0,-18.832,-1000000.0,0.0,-233.43,0.0,169.68,38.48,20.39,37.357,0.0,-3912.34,0.1448,20.0,-1138.49,0.1885,20.0,-761.63,0.2075,20.0,-529.1,0.2279,20.0,-431.8,0.2403,20.0,-355.26,0.2528,20.0,-291.51,0.266,20.0,-264.07,0.2731,20.0,-246.7,0.2776,20.0
335,336,2023-12-02,5,20,10,25,0,5.0,0.0,0.016254,0.0,-0.011141,1480.0,0.0,7.0539,0.0,-18.843,-1000000.0,0.0,-234.05,0.0,169.68,38.452,20.39,37.374,0.0,-3917.99,0.1448,20.0,-1141.81,0.1884,20.0,-763.81,0.2074,20.0,-530.53,0.2278,20.0,-432.96,0.2401,20.0,-356.23,0.2526,20.0,-292.31,0.2658,20.0,-264.8,0.2729,20.0,-247.39,0.2774,20.0
336,337,2023-12-03,5,20,10,25,0,5.0,0.0,0.016172,0.0,-0.011034,1485.0,0.0,7.0701,0.0,-18.854,-1000000.0,0.0,-234.67,0.0,169.68,38.425,20.39,37.39,0.0,-3923.67,0.1447,20.0,-1145.15,0.1882,20.0,-765.98,0.2072,20.0,-531.97,0.2276,20.0,-434.12,0.24,20.0,-357.19,0.2524,20.0,-293.12,0.2656,20.0,-265.52,0.2728,20.0,-248.08,0.2773,20.0
337,338,2023-12-04,5,20,10,25,0,5.0,0.0,0.016088,0.0,-0.010927,1490.0,0.0,7.0862,0.0,-18.865,-1000000.0,0.0,-235.29,0.0,169.68,38.398,20.39,37.406,0.0,-3929.37,0.1447,20.0,-1148.48,0.1881,20.0,-768.12,0.207,20.0,-533.41,0.2275,20.0,-435.27,0.2398,20.0,-358.15,0.2522,20.0,-293.92,0.2654,20.0,-266.24,0.2726,20.0,-248.77,0.2771,20.0
338,339,2023-12-05,5,20,10,25,0,5.0,0.0,0.016005,0.0,-0.010821,1495.0,0.0,7.1022,0.0,-18.876,-1000000.0,0.0,-235.91,0.0,169.68,38.371,20.39,37.422,0.0,-3935.09,0.1446,20.0,-1151.82,0.188,20.0,-770.25,0.2069,20.0,-534.85,0.2273,20.0,-436.42,0.2396,20.0,-359.1,0.2521,20.0,-294.72,0.2652,20.0,-266.96,0.2724,20.0,-249.46,0.2769,20.0
339,340,2023-12-06,5,20,10,25,0,5.0,0.0,0.015921,0.0,-0.010715,1500.0,0.0,7.1182,0.0,-18.887,-1000000.0,0.0,-236.53,0.0,169.68,38.344,20.39,37.438,0.0,-3940.83,0.1446,20.0,-1155.14,0.1878,20.0,-772.36,0.2067,20.0,-536.28,0.2272,20.0,-437.57,0.2395,20.0,-360.05,0.2519,20.0,-295.52,0.265,20.0,-267.67,0.2722,20.0,-250.15,0.2767,20.0
340,341,2023-12-07,5,20,10,25,0,5.0,0.0,0.015859,0.0,-0.010608,1505.0,0.0,7.134,0.0,-18.898,-1000000.0,0.0,-237.15,0.0,169.68,38.318,20.39,37.454,0.0,-3948.21,0.1445,20.0,-1158.46,0.1877,20.0,-774.47,0.2065,20.0,-537.69,0.227,20.0,-438.72,0.2393,20.0,-361.0,0.2517,20.0,-296.32,0.2648,20.0,-268.38,0.272,20.0,-250.83,0.2765,20.0
341,342,2023-12-08,5,20,10,25,0,5.0,0.0,0.015784,0.0,-0.010502,1510.0,0.0,7.1498,0.0,-18.908,-1000000.0,0.0,-237.76,0.0,169.68,38.291,20.39,37.469,0.0,-3958.09,0.1445,20.0,-1161.8,0.1876,20.0,-776.7,0.2064,20.0,-539.1,0.2269,20.0,-439.87,0.2391,20.0,-361.95,0.2515,20.0,-297.11,0.2646,20.0,-269.09,0.2718,20.0,-251.51,0.2764,20.0
342,343,2023-12-09,5,20,10,25,0,5.0,0.0,0.015713,0.0,-0.010396,1515.0,0.0,7.1656,0.0,-18.919,-1000000.0,0.0,-238.38,0.0,169.68,38.265,20.39,37.485,0.0,-3968.37,0.1444,20.0,-1165.14,0.1874,20.0,-778.86,0.2063,20.0,-540.49,0.2267,20.0,-441.01,0.239,20.0,-362.9,0.2513,20.0,-297.91,0.2644,20.0,-269.8,0.2716,20.0,-252.19,0.2762,20.0
343,344,2023-12-10,5,20,10,25,0,5.0,0.0,0.015647,0.0,-0.01029,1520.0,0.0,7.1812,0.0,-18.929,-1000000.0,0.0,-239.0,0.0,169.68,38.239,20.39,37.501,0.0,-3979.15,0.1443,20.0,-1168.48,0.1873,20.0,-780.99,0.2062,20.0,-541.88,0.2266,20.0,-442.14,0.2388,20.0,-363.84,0.2511,20.0,-298.71,0.2642,20.0,-270.51,0.2715,20.0,-252.86,0.276,20.0
344,345,2023-12-11,5,20,10,25,0,5.0,0.0,0.015578,0.0,-0.010183,1525.0,0.0,7.1968,0.0,-18.939,-1000000.0,0.0,-239.62,0.0,169.68,38.213,20.39,37.516,0.0,-3990.41,0.1443,20.0,-1171.81,0.1871,20.0,-783.1,0.2061,20.0,-543.26,0.2264,20.0,-443.26,0.2387,20.0,-364.78,0.251,20.0,-299.5,0.264,20.0,-271.21,0.2713,20.0,-253.54,0.2758,20.0
345,346,2023-12-12,5,20,10,25,0,5.0,0.0,0.015506,0.0,-0.010076,1530.0,0.0,7.2124,0.0,-18.949,-1000000.0,0.0,-240.24,0.0,169.68,38.188,20.39,37.532,0.0,-4001.97,0.1442,20.0,-1175.12,0.187,20.0,-785.19,0.2059,20.0,-544.63,0.2263,20.0,-444.38,0.2385,20.0,-365.72,0.2508,20.0,-300.3,0.2638,20.0,-271.91,0.2711,20.0,-254.21,0.2757,20.0
346,347,2023-12-13,5,20,10,25,0,5.0,0.0,0.015432,0.0,-0.0099674,1535.0,0.0,7.2278,0.0,-18.959,-1000000.0,0.0,-240.87,0.0,169.68,38.162,20.39,37.547,0.0,-4013.7,0.1441,20.0,-1178.43,0.1869,20.0,-787.28,0.2058,20.0,-546.0,0.2261,20.0,-445.5,0.2383,20.0,-366.66,0.2506,20.0,-301.09,0.2636,20.0,-272.61,0.2709,20.0,-254.88,0.2755,20.0
347,348,2023-12-14,5,20,10,25,0,5.0,0.0,0.015357,0.0,-0.0098566,1540.0,0.0,7.2432,0.0,-18.969,-1000000.0,0.0,-241.52,0.0,169.68,38.137,20.39,37.563,0.0,-4025.56,0.1441,20.0,-1181.73,0.1867,20.0,-789.35,0.2057,20.0,-547.37,0.226,20.0,-446.63,0.2382,20.0,-367.59,0.2504,20.0,-301.89,0.2634,20.0,-273.31,0.2707,20.0,-255.55,0.2753,20.0
348,349,2023-12-15,5,20,10,25,0,5.0,0.0,0.015282,0.0,-0.0097555,1545.0,0.0,7.2585,0.0,-18.979,-1000000.0,0.0,-242.24,0.0,169.68,38.112,20.39,37.578,0.0,-4037.53,0.144,20.0,-1185.02,0.1866,20.0,-791.42,0.2056,20.0,-548.75,0.2259,20.0,-447.74,0.238,20.0,-368.52,0.2502,20.0,-302.68,0.2632,20.0,-274.0,0.2706,20.0,-256.22,0.2752,20.0
349,350,2023-12-16,5,20,10,25,0,5.0,0.0,0.015206,0.0,-0.0096967,1550.0,0.0,7.2737,0.0,-18.989,-1000000.0,0.0,-243.02,0.0,169.68,38.087,20.39,37.593,0.0,-4049.59,0.1439,20.0,-1188.3,0.1865,20.0,-793.47,0.2055,20.0,-550.12,0.2257,20.0,-448.86,0.2378,20.0,-369.46,0.2501,20.0,-303.47,0.263,20.0,-274.69,0.2704,20.0,-256.88,0.275,20.0
350,351,2023-12-17,5,20,10,25,0,5.0,0.0,0.01513,0.0,-0.0096415,1555.0,0.0,7.2889,0.0,-18.998,-1000000.0,0.0,-243.77,0.0,169.68,38.062,20.39,37.608,0.0,-4061.73,0.1439,20.0,-1191.57,0.1863,20.0,-795.51,0.2054,20.0,-551.5,0.2256,20.0,-449.97,0.2377,20.0,-370.4,0.2499,20.0,-304.27,0.2627,20.0,-275.39,0.2702,20.0,-257.55,0.2748,20.0
351,352,2023-12-18,5,20,10,25,0,5.0,0.0,0.015053,0.0,-0.0095879,1560.0,0.0,7.3039,0.0,-19.008,-1000000.0,0.0,-244.5,0.0,169.68,38.038,20.39,37.624,0.0,-4073.95,0.1438,20.0,-1194.82,0.1862,20.0,-797.52,0.2052,20.0,-552.86,0.2254,20.0,-451.07,0.2375,20.0,-371.33,0.2497,20.0,-305.06,0.2625,20.0,-276.07,0.27,20.0,-258.22,0.2746,20.0
352,353,2023-12-19,5,20,10,25,0,5.0,0.0,0.014976,0.0,-0.0095351,1565.0,0.0,7.3189,0.0,-19.017,-1000000.0,0.0,-245.21,0.0,169.68,38.013,20.39,37.639,0.0,-4086.22,0.1437,20.0,-1198.05,0.1861,20.0,-799.52,0.2051,20.0,-554.21,0.2253,20.0,-452.17,0.2374,20.0,-372.25,0.2495,20.0,-305.87,0.2624,20.0,-276.76,0.2698,20.0,-258.88,0.2745,20.0
353,354,2023-12-20,5,20,10,25,0,5.0,0.0,0.014899,0.0,-0.0094832,1570.0,0.0,7.3338,0.0,-19.027,-1000000.0,0.0,-245.92,0.0,169.68,37.989,20.39,37.653,0.0,-4098.54,0.1436,20.0,-1201.22,0.1859,20.0,-801.57,0.205,20.0,-555.56,0.2251,20.0,-453.26,0.2372,20.0,-373.18,0.2493,20.0,-306.66,0.2622,20.0,-277.45,0.2697,20.0,-259.55,0.2743,20.0
354,355,2023-12-21,5,20,10,25,0,5.0,0.0,0.014821,0.0,-0.0094316,1575.0,0.0,7.3487,0.0,-19.036,-1000000.0,0.0,-246.61,0.0,169.68,37.964,20.39,37.668,0.0,-4110.82,0.1436,20.0,-1204.29,0.1858,20.0,-803.64,0.2049,20.0,-556.9,0.225,20.0,-454.37,0.2371,20.0,-374.12,0.2492,20.0,-307.44,0.2621,20.0,-278.14,0.2695,20.0,-260.22,0.2741,20.0
355,356,2023-12-22,5,20,10,25,0,5.0,0.0,0.014744,0.0,-0.0093808,1580.0,0.0,7.3635,0.0,-19.046,-1000000.0,0.0,-247.3,0.0,169.68,37.94,20.39,37.683,0.0,-4123.0,0.1435,20.0,-1207.29,0.1857,20.0,-805.71,0.2048,20.0,-558.23,0.2249,20.0,-455.48,0.2369,20.0,-375.05,0.249,20.0,-308.23,0.2619,20.0,-278.82,0.2693,20.0,-260.88,0.2739,20.0
356,357,2023-12-23,5,20,10,25,0,5.0,0.0,0.014668,0.0,-0.0093304,1585.0,0.0,7.3781,0.0,-19.055,-1000000.0,0.0,-247.99,0.0,169.68,37.916,20.39,37.698,0.0,-4135.05,0.1434,20.0,-1210.23,0.1856,20.0,-807.77,0.2047,20.0,-559.55,0.2247,20.0,-456.58,0.2367,20.0,-375.97,0.2488,20.0,-309.01,0.2618,20.0,-279.5,0.2691,20.0,-261.55,0.2738,20.0
357,358,2023-12-24,5,20,10,25,0,5.0,0.0,0.014593,0.0,-0.0092802,1590.0,0.0,7.3928,0.0,-19.064,-1000000.0,0.0,-248.66,0.0,169.68,37.892,20.39,37.712,0.0,-4146.97,0.1434,20.0,-1213.13,0.1854,20.0,-809.83,0.2045,20.0,-560.86,0.2246,20.0,-457.67,0.2366,20.0,-376.89,0.2486,20.0,-309.79,0.2616,20.0,-280.19,0.269,20.0,-262.21,0.2736,20.0
358,359,2023-12-25,5,20,10,25,0,5.0,0.0,0.014518,0.0,-0.0092305,1595.0,0.0,7.4073,0.0,-19.074,-1000000.0,0.0,-249.34,0.0,169.68,37.869,20.39,37.727,0.0,-4158.79,0.1433,20.0,-1215.99,0.1853,20.0,-811.88,0.2044,20.0,-562.16,0.2244,20.0,-458.75,0.2364,20.0,-377.83,0.2484,20.0,-310.57,0.2615,20.0,-280.87,0.2688,20.0,-262.87,0.2734,20.0
359,360,2023-12-26,5,20,10,25,0,5.0,0.0,0.014444,0.0,-0.0091813,1600.0,0.0,7.4218,0.0,-19.083,-1000000.0,0.0,-250.01,0.0,169.68,37.845,20.39,37.741,0.0,-4170.52,0.1432,20.0,-1218.83,0.1852,20.0,-813.92,0.2043,20.0,-563.46,0.2243,20.0,-459.83,0.2363,20.0,-378.76,0.2483,20.0,-311.34,0.2613,20.0,-281.55,0.2686,20.0,-263.53,0.2733,20.0
360,361,2023-12-27,5,20,10,25,0,5.0,0.0,0.014371,0.0,-0.0091321,1605.0,0.0,7.4361,0.0,-19.092,-1000000.0,0.0,-250.67,0.0,169.68,37.821,20.39,37.756,0.0,-4182.18,0.1432,20.0,-1221.63,0.1851,20.0,-815.95,0.2042,20.0,-564.75,0.2242,20.0,-460.9,0.2361,20.0,-379.68,0.2481,20.0,-312.11,0.2612,20.0,-282.23,0.2684,20.0,-264.19,0.2731,20.0
361,362,2023-12-28,5,20,10,25,0,5.0,0.0,0.014297,0.0,-0.0090834,1610.0,0.0,7.4505,0.0,-19.101,-1000000.0,0.0,-251.33,0.0,169.68,37.798,20.39,37.77,0.0,-4193.79,0.1431,20.0,-1224.41,0.185,20.0,-817.99,0.2041,20.0,-566.07,0.224,20.0,-461.98,0.236,20.0,-380.6,0.2479,20.0,-312.88,0.261,20.0,-282.9,0.2683,20.0,-264.84,0.2729,20.0
362,363,2023-12-29,5,20,10,25,0,5.0,0.0,0.014224,0.0,-0.009035,1615.0,0.0,7.4647,0.0,-19.11,-1000000.0,0.0,-251.99,0.0,169.68,37.775,20.39,37.784,0.0,-4205.36,0.143,20.0,-1227.16,0.1849,20.0,-819.97,0.204,20.0,-567.39,0.2239,20.0,-463.07,0.2358,20.0,-381.53,0.2477,20.0,-313.65,0.2609,20.0,-283.58,0.2681,20.0,-265.5,0.2728,20.0
363,364,2023-12-30,5,20,10,25,0,5.0,0.0,0.014152,0.0,-0.0089868,1620.0,0.0,7.4789,0.0,-19.119,-1000000.0,0.0,-252.64,0.0,169.68,37.751,20.39,37.799,0.0,-4216.9,0.143,20.0,-1229.88,0.1848,20.0,-821.9,0.2039,20.0,-568.71,0.2237,20.0,-464.16,0.2356,20.0,-382.47,0.2475,20.0,-314.41,0.2607,20.0,-284.26,0.2679,20.0,-266.15,0.2726,20.0
364,365,2023-12-31,5,20,10,25,0,5.0,0.0,0.014079,0.0,-0.0089389,1625.0,0.0,7.493,0.0,-19.128,-1000000.0,0.0,-253.29,0.0,169.68,37.728,20.39,37.813,0.0,-4228.4,0.1429,20.0,-1232.55,0.1847,20.0,-823.8,0.2038,20.0,-570.03,0.2236,20.0,-465.24,0.2355,20.0,-383.4,0.2474,20.0,-315.17,0.2606,20.0,-284.93,0.2677,20.0,-266.8,0.2724,20.0
