,Unnamed: 0,date,pet_mm,temp.mean.agr_c,min_temp_c,max_temp_c,precip_mm,rTop,rRoot,vTop,vRoot,vBot,sum(rTop),sum(rRoot),sum(vTop),sum(vRoot),sum(vBot),hTop,hRoot,hBot,RunOff,sum(RunOff),Volume,sum(Infil),sum(Evap),Cum(WTrans),h3,theta3,temp3,h7,theta7,temp7,h12,theta12,temp12,h22,theta22,temp22,h32,theta32,temp32,h47,theta47,temp47,h72,theta72,temp72,h92,theta92,temp92,h112,theta112,temp112
265,266,2023-09-23,5,20,10,25,0,5.0,0.0,0.028332,0.0,-0.021062,1130.0,0.0,5.5984,0.0,-17.772,-1000000.0,0.0,-184.98,0.0,169.68,40.979,20.39,35.918,0.0,-3130.29,0.1511,20.0,-877.61,0.2007,20.0,-585.78,0.2219,20.0,-407.39,0.2438,20.0,-333.12,0.2571,20.0,-275.07,0.2703,20.0,-227.34,0.2838,20.0,-207.14,0.2906,20.0,-194.52,0.2949,20.0
266,267,2023-09-24,5,20,10,25,0,5.0,0.0,0.027243,0.0,-0.0208,1135.0,0.0,5.6254,0.0,-17.793,-1000000.0,0.0,-185.66,0.0,169.68,40.931,20.39,35.945,0.0,-3128.31,0.1512,20.0,-882.51,0.2004,20.0,-589.12,0.2216,20.0,-409.64,0.2435,20.0,-334.9,0.2567,20.0,-276.48,0.2699,20.0,-228.43,0.2834,20.0,-208.07,0.2903,20.0,-195.33,0.2946,20.0
267,268,2023-09-25,5,20,10,25,0,5.0,0.0,0.027228,0.0,-0.020537,1140.0,0.0,5.6528,0.0,-17.814,-1000000.0,0.0,-186.33,0.0,169.68,40.883,20.39,35.972,0.0,-3145.55,0.151,20.0,-887.6,0.2002,20.0,-592.44,0.2212,20.0,-411.85,0.2432,20.0,-336.66,0.2564,20.0,-277.88,0.2696,20.0,-229.52,0.2831,20.0,-208.98,0.29,20.0,-196.14,0.2944,20.0
268,269,2023-09-26,5,20,10,25,0,5.0,0.0,0.026856,0.0,-0.020272,1145.0,0.0,5.6798,0.0,-17.834,-1000000.0,0.0,-187.01,0.0,169.68,40.836,20.39,35.999,0.0,-3159.34,0.1509,20.0,-892.73,0.1999,20.0,-595.75,0.2209,20.0,-414.04,0.2429,20.0,-338.39,0.2561,20.0,-279.27,0.2692,20.0,-230.6,0.2827,20.0,-209.89,0.2897,20.0,-196.95,0.2941,20.0
269,270,2023-09-27,5,20,10,25,0,5.0,0.0,0.026584,0.0,-0.020007,1150.0,0.0,5.7064,0.0,-17.854,-1000000.0,0.0,-187.69,0.0,169.68,40.789,20.39,36.026,0.0,-3170.68,0.1508,20.0,-897.81,0.1996,20.0,-599.03,0.2205,20.0,-416.22,0.2425,20.0,-340.11,0.2557,20.0,-280.65,0.2688,20.0,-231.67,0.2823,20.0,-210.8,0.2894,20.0,-197.76,0.2938,20.0
270,271,2023-09-28,5,20,10,25,0,5.0,0.0,0.026425,0.0,-0.019741,1155.0,0.0,5.7329,0.0,-17.874,-1000000.0,0.0,-188.38,0.0,169.68,40.743,20.39,36.053,0.0,-3183.75,0.1507,20.0,-902.86,0.1993,20.0,-602.29,0.2202,20.0,-418.35,0.2422,20.0,-341.82,0.2554,20.0,-282.01,0.2685,20.0,-232.74,0.282,20.0,-211.71,0.2891,20.0,-198.56,0.2936,20.0
271,272,2023-09-29,5,20,10,25,0,5.0,0.0,0.026269,0.0,-0.019474,1160.0,0.0,5.7592,0.0,-17.893,-1000000.0,0.0,-189.06,0.0,169.68,40.697,20.39,36.079,0.0,-3199.87,0.1505,20.0,-907.95,0.199,20.0,-605.52,0.2198,20.0,-420.45,0.2419,20.0,-343.5,0.2551,20.0,-283.37,0.2681,20.0,-233.81,0.2816,20.0,-212.6,0.2888,20.0,-199.37,0.2933,20.0
272,273,2023-09-30,5,20,10,25,0,5.0,0.0,0.026057,0.0,-0.019206,1165.0,0.0,5.7853,0.0,-17.913,-1000000.0,0.0,-189.75,0.0,169.68,40.651,20.39,36.105,0.0,-3217.6,0.1504,20.0,-913.09,0.1987,20.0,-608.72,0.2195,20.0,-422.55,0.2416,20.0,-345.16,0.2548,20.0,-284.71,0.2678,20.0,-234.87,0.2812,20.0,-213.5,0.2885,20.0,-200.17,0.293,20.0
273,274,2023-10-01,5,20,10,25,0,5.0,0.0,0.025805,0.0,-0.018935,1170.0,0.0,5.8112,0.0,-17.932,-1000000.0,0.0,-190.45,0.0,169.68,40.606,20.39,36.131,0.0,-3235.35,0.1502,20.0,-918.26,0.1984,20.0,-611.88,0.2192,20.0,-424.64,0.2413,20.0,-346.82,0.2544,20.0,-286.04,0.2675,20.0,-235.93,0.2809,20.0,-214.39,0.2882,20.0,-200.97,0.2927,20.0
274,275,2023-10-02,5,20,10,25,0,5.0,0.0,0.025553,0.0,-0.01866,1175.0,0.0,5.8368,0.0,-17.95,-1000000.0,0.0,-191.15,0.0,169.68,40.562,20.39,36.156,0.0,-3252.76,0.1501,20.0,-923.41,0.1981,20.0,-615.11,0.2189,20.0,-426.7,0.241,20.0,-348.46,0.2541,20.0,-287.37,0.2671,20.0,-236.98,0.2805,20.0,-215.28,0.2879,20.0,-201.77,0.2925,20.0
275,276,2023-10-03,5,20,10,25,0,5.0,0.0,0.025313,0.0,-0.018393,1180.0,0.0,5.8622,0.0,-17.969,-1000000.0,0.0,-191.92,0.0,169.68,40.518,20.39,36.182,0.0,-3270.22,0.15,20.0,-928.49,0.1979,20.0,-618.31,0.2186,20.0,-428.73,0.2407,20.0,-350.09,0.2538,20.0,-288.69,0.2668,20.0,-238.03,0.2802,20.0,-216.16,0.2876,20.0,-202.57,0.2922,20.0
276,277,2023-10-04,5,20,10,25,0,5.0,0.0,0.025076,0.0,-0.018243,1185.0,0.0,5.8873,0.0,-17.987,-1000000.0,0.0,-192.77,0.0,169.68,40.475,20.39,36.207,0.0,-3287.95,0.1498,20.0,-933.48,0.1976,20.0,-621.44,0.2184,20.0,-430.73,0.2405,20.0,-351.7,0.2535,20.0,-290.0,0.2664,20.0,-239.08,0.2798,20.0,-217.04,0.2873,20.0,-203.37,0.2919,20.0
277,278,2023-10-05,5,20,10,25,0,5.0,0.0,0.024835,0.0,-0.018103,1190.0,0.0,5.9122,0.0,-18.005,-1000000.0,0.0,-193.59,0.0,169.68,40.432,20.39,36.232,0.0,-3305.82,0.1497,20.0,-938.38,0.1973,20.0,-624.51,0.2181,20.0,-432.72,0.2402,20.0,-353.3,0.2532,20.0,-291.3,0.2661,20.0,-240.13,0.2795,20.0,-217.91,0.287,20.0,-204.17,0.2917,20.0
278,279,2023-10-06,5,20,10,25,0,5.0,0.0,0.024591,0.0,-0.017965,1195.0,0.0,5.9369,0.0,-18.023,-1000000.0,0.0,-194.4,0.0,169.68,40.389,20.39,36.257,0.0,-3323.67,0.1495,20.0,-943.19,0.197,20.0,-627.53,0.2179,20.0,-434.7,0.2399,20.0,-354.89,0.2529,20.0,-292.6,0.2658,20.0,-241.17,0.2791,20.0,-218.79,0.2867,20.0,-204.97,0.2914,20.0
279,280,2023-10-07,5,20,10,25,0,5.0,0.0,0.024348,0.0,-0.017829,1200.0,0.0,5.9613,0.0,-18.041,-1000000.0,0.0,-195.19,0.0,169.68,40.347,20.39,36.281,0.0,-3341.43,0.1494,20.0,-947.92,0.1968,20.0,-630.51,0.2177,20.0,-436.68,0.2396,20.0,-356.47,0.2526,20.0,-293.89,0.2654,20.0,-242.21,0.2788,20.0,-219.66,0.2864,20.0,-205.77,0.2911,20.0
280,281,2023-10-08,5,20,10,25,0,5.0,0.0,0.024106,0.0,-0.017694,1205.0,0.0,5.9854,0.0,-18.059,-1000000.0,0.0,-195.97,0.0,169.68,40.305,20.39,36.305,0.0,-3359.13,0.1493,20.0,-952.55,0.1965,20.0,-633.45,0.2175,20.0,-438.63,0.2393,20.0,-358.03,0.2523,20.0,-295.18,0.2651,20.0,-243.25,0.2785,20.0,-220.53,0.2861,20.0,-206.57,0.2908,20.0
281,282,2023-10-09,5,20,10,25,0,5.0,0.0,0.023866,0.0,-0.01756,1210.0,0.0,6.0094,0.0,-18.076,-1000000.0,0.0,-196.75,0.0,169.68,40.264,20.39,36.329,0.0,-3376.68,0.1491,20.0,-956.98,0.1962,20.0,-636.44,0.2172,20.0,-440.57,0.239,20.0,-359.58,0.252,20.0,-296.46,0.2648,20.0,-244.29,0.2782,20.0,-221.39,0.2858,20.0,-207.37,0.2906,20.0
282,283,2023-10-10,5,20,10,25,0,5.0,0.0,0.02363,0.0,-0.017427,1215.0,0.0,6.033,0.0,-18.094,-1000000.0,0.0,-197.52,0.0,169.68,40.222,20.39,36.353,0.0,-3393.92,0.149,20.0,-961.23,0.196,20.0,-639.43,0.217,20.0,-442.48,0.2388,20.0,-361.14,0.2517,20.0,-297.74,0.2644,20.0,-245.31,0.278,20.0,-222.25,0.2855,20.0,-208.17,0.2903,20.0
283,284,2023-10-11,5,20,10,25,0,5.0,0.0,0.023399,0.0,-0.017295,1220.0,0.0,6.0565,0.0,-18.111,-1000000.0,0.0,-198.29,0.0,169.68,40.182,20.39,36.376,0.0,-3410.79,0.1488,20.0,-965.33,0.1958,20.0,-642.38,0.2168,20.0,-444.36,0.2385,20.0,-362.69,0.2514,20.0,-299.01,0.2641,20.0,-246.32,0.2777,20.0,-223.11,0.2852,20.0,-208.97,0.29,20.0
284,285,2023-10-12,5,20,10,25,0,5.0,0.0,0.023172,0.0,-0.017163,1225.0,0.0,6.0797,0.0,-18.128,-1000000.0,0.0,-199.06,0.0,169.68,40.141,20.39,36.399,0.0,-3427.31,0.1487,20.0,-969.33,0.1956,20.0,-645.3,0.2165,20.0,-446.21,0.2382,20.0,-364.21,0.2511,20.0,-300.29,0.2638,20.0,-247.33,0.2774,20.0,-223.97,0.2849,20.0,-209.77,0.2898,20.0
285,286,2023-10-13,5,20,10,25,0,5.0,0.0,0.022948,0.0,-0.017032,1230.0,0.0,6.1027,0.0,-18.146,-1000000.0,0.0,-199.82,0.0,169.68,40.101,20.39,36.422,0.0,-3443.56,0.1486,20.0,-973.23,0.1953,20.0,-648.19,0.2163,20.0,-448.06,0.238,20.0,-365.72,0.2508,20.0,-301.55,0.2635,20.0,-248.34,0.2772,20.0,-224.83,0.2846,20.0,-210.56,0.2895,20.0
286,287,2023-10-14,5,20,10,25,0,5.0,0.0,0.022728,0.0,-0.016902,1235.0,0.0,6.1255,0.0,-18.162,-1000000.0,0.0,-200.57,0.0,169.68,40.061,20.39,36.445,0.0,-3459.58,0.1484,20.0,-977.06,0.1951,20.0,-651.0,0.2161,20.0,-449.94,0.2377,20.0,-367.24,0.2505,20.0,-302.83,0.2631,20.0,-249.33,0.2769,20.0,-225.68,0.2844,20.0,-211.35,0.2892,20.0
287,288,2023-10-15,5,20,10,25,0,5.0,0.0,0.022513,0.0,-0.016772,1240.0,0.0,6.1481,0.0,-18.179,-1000000.0,0.0,-201.33,0.0,169.68,40.022,20.39,36.468,0.0,-3475.15,0.1483,20.0,-981.26,0.1949,20.0,-653.75,0.2159,20.0,-451.8,0.2374,20.0,-368.76,0.2502,20.0,-304.09,0.2628,20.0,-250.32,0.2767,20.0,-226.54,0.2841,20.0,-212.14,0.2889,20.0
288,289,2023-10-16,5,20,10,25,0,5.0,0.0,0.022308,0.0,-0.016643,1245.0,0.0,6.1704,0.0,-18.196,-1000000.0,0.0,-202.08,0.0,169.68,39.983,20.39,36.49,0.0,-3489.99,0.1482,20.0,-985.25,0.1948,20.0,-656.47,0.2157,20.0,-453.65,0.2372,20.0,-370.26,0.2499,20.0,-305.34,0.2625,20.0,-251.3,0.2764,20.0,-227.39,0.2838,20.0,-212.93,0.2887,20.0
289,290,2023-10-17,5,20,10,25,0,5.0,0.0,0.022111,0.0,-0.016515,1250.0,0.0,6.1926,0.0,-18.212,-1000000.0,0.0,-202.82,0.0,169.68,39.944,20.39,36.512,0.0,-3504.19,0.1481,20.0,-989.13,0.1946,20.0,-659.16,0.2155,20.0,-455.47,0.2369,20.0,-371.74,0.2496,20.0,-306.62,0.2622,20.0,-252.28,0.2762,20.0,-228.23,0.2835,20.0,-213.71,0.2884,20.0
290,291,2023-10-18,5,20,10,25,0,5.0,0.0,0.021921,0.0,-0.016387,1255.0,0.0,6.2146,0.0,-18.229,-1000000.0,0.0,-203.57,0.0,169.68,39.906,20.39,36.534,0.0,-3517.89,0.148,20.0,-992.94,0.1945,20.0,-661.82,0.2153,20.0,-457.28,0.2366,20.0,-373.25,0.2493,20.0,-307.86,0.262,20.0,-253.24,0.2759,20.0,-229.08,0.2832,20.0,-214.49,0.2882,20.0
291,292,2023-10-19,5,20,10,25,0,5.0,0.0,0.021736,0.0,-0.016259,1260.0,0.0,6.2364,0.0,-18.245,-1000000.0,0.0,-204.31,0.0,169.68,39.868,20.39,36.556,0.0,-3531.26,0.1479,20.0,-996.69,0.1943,20.0,-664.46,0.2151,20.0,-459.07,0.2364,20.0,-374.75,0.249,20.0,-309.1,0.2617,20.0,-254.21,0.2757,20.0,-229.92,0.2829,20.0,-215.27,0.2879,20.0
292,293,2023-10-20,5,20,10,25,0,5.0,0.0,0.021555,0.0,-0.016132,1265.0,0.0,6.258,0.0,-18.261,-1000000.0,0.0,-205.05,0.0,169.68,39.83,20.39,36.578,0.0,-3544.38,0.1478,20.0,-1000.39,0.1942,20.0,-667.06,0.2149,20.0,-460.85,0.2361,20.0,-376.23,0.2487,20.0,-310.33,0.2615,20.0,-255.16,0.2754,20.0,-230.77,0.2826,20.0,-216.04,0.2876,20.0
293,294,2023-10-21,5,20,10,25,0,5.0,0.0,0.021376,0.0,-0.016005,1270.0,0.0,6.2794,0.0,-18.277,-1000000.0,0.0,-205.78,0.0,169.68,39.793,20.39,36.599,0.0,-3557.31,0.1477,20.0,-1004.04,0.194,20.0,-669.64,0.2147,20.0,-462.67,0.2359,20.0,-377.7,0.2485,20.0,-311.55,0.2613,20.0,-256.12,0.2752,20.0,-231.61,0.2823,20.0,-216.82,0.2874,20.0
294,295,2023-10-22,5,20,10,25,0,5.0,0.0,0.021198,0.0,-0.015879,1275.0,0.0,6.3006,0.0,-18.293,-1000000.0,0.0,-206.51,0.0,169.68,39.755,20.39,36.62,0.0,-3570.11,0.1476,20.0,-1007.66,0.1939,20.0,-672.19,0.2145,20.0,-464.47,0.2356,20.0,-379.17,0.2482,20.0,-312.76,0.261,20.0,-257.06,0.2749,20.0,-232.44,0.2821,20.0,-217.59,0.2871,20.0
295,296,2023-10-23,5,20,10,25,0,5.0,0.0,0.021022,0.0,-0.015754,1280.0,0.0,6.3217,0.0,-18.309,-1000000.0,0.0,-207.24,0.0,169.68,39.719,20.39,36.641,0.0,-3582.79,0.1475,20.0,-1011.23,0.1937,20.0,-674.7,0.2143,20.0,-466.24,0.2353,20.0,-380.68,0.2479,20.0,-313.96,0.2608,20.0,-258.0,0.2747,20.0,-233.28,0.2818,20.0,-218.35,0.2868,20.0
296,297,2023-10-24,5,20,10,25,0,5.0,0.0,0.020848,0.0,-0.015629,1285.0,0.0,6.3426,0.0,-18.325,-1000000.0,0.0,-207.97,0.0,169.68,39.682,20.39,36.662,0.0,-3595.37,0.1474,20.0,-1014.77,0.1936,20.0,-677.17,0.2141,20.0,-467.99,0.2351,20.0,-382.16,0.2476,20.0,-315.15,0.2606,20.0,-258.94,0.2744,20.0,-234.12,0.2815,20.0,-219.12,0.2866,20.0
297,298,2023-10-25,5,20,10,25,0,5.0,0.0,0.020674,0.0,-0.015505,1290.0,0.0,6.3633,0.0,-18.34,-1000000.0,0.0,-208.69,0.0,169.68,39.646,20.39,36.683,0.0,-3607.85,0.1472,20.0,-1018.26,0.1934,20.0,-679.62,0.2139,20.0,-469.72,0.2348,20.0,-383.62,0.2473,20.0,-316.33,0.2603,20.0,-259.87,0.2742,20.0,-234.95,0.2812,20.0,-219.88,0.2863,20.0
298,299,2023-10-26,5,20,10,25,0,5.0,0.0,0.020502,0.0,-0.015381,1295.0,0.0,6.3838,0.0,-18.356,-1000000.0,0.0,-209.41,0.0,169.68,39.61,20.39,36.703,0.0,-3620.24,0.1471,20.0,-1021.71,0.1933,20.0,-682.0,0.2137,20.0,-471.43,0.2346,20.0,-385.07,0.247,20.0,-317.5,0.2601,20.0,-260.79,0.274,20.0,-235.78,0.2809,20.0,-220.64,0.2861,20.0
299,300,2023-10-27,5,20,10,25,0,5.0,0.0,0.02033,0.0,-0.015258,1300.0,0.0,6.4042,0.0,-18.371,-1000000.0,0.0,-210.13,0.0,169.68,39.574,20.39,36.724,0.0,-3632.53,0.1471,20.0,-1025.11,0.1931,20.0,-684.35,0.2135,20.0,-473.14,0.2344,20.0,-386.56,0.2468,20.0,-318.66,0.2599,20.0,-261.71,0.2737,20.0,-236.61,0.2806,20.0,-221.4,0.2858,20.0
300,301,2023-10-28,5,20,10,25,0,5.0,0.0,0.020164,0.0,-0.015135,1305.0,0.0,6.4244,0.0,-18.386,-1000000.0,0.0,-210.84,0.0,169.68,39.539,20.39,36.744,0.0,-3643.71,0.147,20.0,-1028.44,0.193,20.0,-686.77,0.2133,20.0,-474.93,0.2341,20.0,-388.01,0.2466,20.0,-319.82,0.2597,20.0,-262.63,0.2735,20.0,-237.44,0.2804,20.0,-222.15,0.2856,20.0
301,302,2023-10-29,5,20,10,25,0,5.0,0.0,0.020042,0.0,-0.015012,1310.0,0.0,6.4445,0.0,-18.401,-1000000.0,0.0,-211.55,0.0,169.68,39.504,20.39,36.764,0.0,-3652.74,0.1469,20.0,-1031.72,0.1929,20.0,-689.19,0.2131,20.0,-476.7,0.2338,20.0,-389.45,0.2464,20.0,-320.96,0.2594,20.0,-263.54,0.2733,20.0,-238.27,0.2801,20.0,-222.9,0.2853,20.0
302,303,2023-10-30,5,20,10,25,0,5.0,0.0,0.019912,0.0,-0.014891,1315.0,0.0,6.4644,0.0,-18.416,-1000000.0,0.0,-212.26,0.0,169.68,39.469,20.39,36.784,0.0,-3662.29,0.1468,20.0,-1035.01,0.1927,20.0,-691.58,0.213,20.0,-478.45,0.2336,20.0,-390.88,0.2462,20.0,-322.1,0.2592,20.0,-264.44,0.273,20.0,-239.1,0.2798,20.0,-223.65,0.285,20.0
303,304,2023-10-31,5,20,10,25,0,5.0,0.0,0.019778,0.0,-0.014769,1320.0,0.0,6.4842,0.0,-18.431,-1000000.0,0.0,-212.97,0.0,169.68,39.434,20.39,36.804,0.0,-3671.5,0.1467,20.0,-1038.29,0.1926,20.0,-693.94,0.2128,20.0,-480.18,0.2333,20.0,-392.31,0.246,20.0,-323.23,0.259,20.0,-265.34,0.2728,20.0,-239.93,0.2795,20.0,-224.4,0.2848,20.0
304,305,2023-11-01,5,20,10,25,0,5.0,0.0,0.019649,0.0,-0.014649,1325.0,0.0,6.5039,0.0,-18.446,-1000000.0,0.0,-213.67,0.0,169.68,39.4,20.39,36.824,0.0,-3680.86,0.1467,20.0,-1041.55,0.1925,20.0,-696.29,0.2126,20.0,-481.9,0.2331,20.0,-393.73,0.2458,20.0,-324.35,0.2588,20.0,-266.24,0.2726,20.0,-240.76,0.2792,20.0,-225.14,0.2845,20.0
305,306,2023-11-02,5,20,10,25,0,5.0,0.0,0.019516,0.0,-0.014529,1330.0,0.0,6.5235,0.0,-18.46,-1000000.0,0.0,-214.37,0.0,169.68,39.366,20.39,36.843,0.0,-3690.26,0.1466,20.0,-1044.79,0.1923,20.0,-698.61,0.2124,20.0,-483.61,0.2329,20.0,-395.13,0.2456,20.0,-325.47,0.2586,20.0,-267.13,0.2723,20.0,-241.59,0.279,20.0,-225.88,0.2843,20.0
306,307,2023-11-03,5,20,10,25,0,5.0,0.0,0.019384,0.0,-0.014409,1335.0,0.0,6.5429,0.0,-18.475,-1000000.0,0.0,-215.06,0.0,169.68,39.332,20.39,36.863,0.0,-3699.71,0.1465,20.0,-1048.01,0.1922,20.0,-700.92,0.2122,20.0,-485.3,0.2326,20.0,-396.51,0.2454,20.0,-326.58,0.2584,20.0,-268.02,0.2721,20.0,-242.42,0.2787,20.0,-226.62,0.284,20.0
307,308,2023-11-04,5,20,10,25,0,5.0,0.0,0.019251,0.0,-0.01429,1340.0,0.0,6.5622,0.0,-18.489,-1000000.0,0.0,-215.75,0.0,169.68,39.298,20.39,36.882,0.0,-3709.2,0.1464,20.0,-1051.19,0.1921,20.0,-703.2,0.2121,20.0,-487.02,0.2324,20.0,-397.88,0.2452,20.0,-327.68,0.2581,20.0,-268.9,0.2719,20.0,-243.24,0.2785,20.0,-227.36,0.2838,20.0
308,309,2023-11-05,5,20,10,25,0,5.0,0.0,0.019117,0.0,-0.014171,1345.0,0.0,6.5813,0.0,-18.503,-1000000.0,0.0,-216.44,0.0,169.68,39.265,20.39,36.901,0.0,-3718.71,0.1464,20.0,-1054.36,0.1919,20.0,-705.47,0.2119,20.0,-488.74,0.2322,20.0,-399.26,0.245,20.0,-328.77,0.2579,20.0,-269.78,0.2717,20.0,-244.06,0.2783,20.0,-228.09,0.2835,20.0
309,310,2023-11-06,5,20,10,25,0,5.0,0.0,0.018983,0.0,-0.014053,1350.0,0.0,6.6003,0.0,-18.517,-1000000.0,0.0,-217.13,0.0,169.68,39.232,20.39,36.92,0.0,-3728.23,0.1463,20.0,-1057.49,0.1918,20.0,-707.72,0.2117,20.0,-490.42,0.232,20.0,-400.62,0.2448,20.0,-329.85,0.2577,20.0,-270.66,0.2714,20.0,-244.88,0.2781,20.0,-228.83,0.2833,20.0
310,311,2023-11-07,5,20,10,25,0,5.0,0.0,0.018848,0.0,-0.013935,1355.0,0.0,6.6192,0.0,-18.531,-1000000.0,0.0,-217.81,0.0,169.68,39.199,20.39,36.939,0.0,-3737.77,0.1462,20.0,-1060.6,0.1917,20.0,-709.95,0.2115,20.0,-492.09,0.2319,20.0,-401.96,0.2446,20.0,-330.94,0.2575,20.0,-271.53,0.2712,20.0,-245.69,0.2779,20.0,-229.56,0.283,20.0
311,312,2023-11-08,5,20,10,25,0,5.0,0.0,0.018713,0.0,-0.013818,1360.0,0.0,6.638,0.0,-18.545,-1000000.0,0.0,-218.5,0.0,169.68,39.166,20.39,36.958,0.0,-3747.3,0.1461,20.0,-1063.66,0.1916,20.0,-712.13,0.2114,20.0,-493.76,0.2317,20.0,-403.29,0.2444,20.0,-332.01,0.2573,20.0,-272.39,0.271,20.0,-246.5,0.2777,20.0,-230.29,0.2828,20.0
312,313,2023-11-09,5,20,10,25,0,5.0,0.0,0.018579,0.0,-0.013701,1365.0,0.0,6.6566,0.0,-18.559,-1000000.0,0.0,-219.17,0.0,169.68,39.134,20.39,36.976,0.0,-3756.82,0.1461,20.0,-1066.69,0.1914,20.0,-714.26,0.2112,20.0,-495.42,0.2315,20.0,-404.62,0.2442,20.0,-333.08,0.2571,20.0,-273.26,0.2708,20.0,-247.3,0.2775,20.0,-231.01,0.2825,20.0
313,314,2023-11-10,5,20,10,25,0,5.0,0.0,0.018444,0.0,-0.013585,1370.0,0.0,6.675,0.0,-18.572,-1000000.0,0.0,-219.85,0.0,169.68,39.102,20.39,36.995,0.0,-3766.29,0.146,20.0,-1069.69,0.1913,20.0,-716.36,0.211,20.0,-497.07,0.2313,20.0,-405.94,0.244,20.0,-334.14,0.2569,20.0,-274.12,0.2705,20.0,-248.1,0.2772,20.0,-231.74,0.2823,20.0
314,315,2023-11-11,5,20,10,25,0,5.0,0.0,0.018314,0.0,-0.013469,1375.0,0.0,6.6934,0.0,-18.586,-1000000.0,0.0,-220.52,0.0,169.68,39.07,20.39,37.013,0.0,-3775.41,0.1459,20.0,-1073.08,0.1912,20.0,-718.43,0.2109,20.0,-498.71,0.2312,20.0,-407.25,0.2438,20.0,-335.19,0.2567,20.0,-274.97,0.2703,20.0,-248.9,0.277,20.0,-232.46,0.2821,20.0
315,316,2023-11-12,5,20,10,25,0,5.0,0.0,0.01819,0.0,-0.013354,1380.0,0.0,6.7116,0.0,-18.599,-1000000.0,0.0,-221.19,0.0,169.68,39.039,20.39,37.031,0.0,-3784.03,0.1458,20.0,-1076.53,0.191,20.0,-720.49,0.2107,20.0,-500.35,0.231,20.0,-408.54,0.2436,20.0,-336.24,0.2565,20.0,-275.83,0.2701,20.0,-249.69,0.2768,20.0,-233.18,0.2818,20.0
316,317,2023-11-13,5,20,10,25,0,5.0,0.0,0.018071,0.0,-0.013239,1385.0,0.0,6.7297,0.0,-18.613,-1000000.0,0.0,-221.86,0.0,169.68,39.007,20.39,37.049,0.0,-3792.34,0.1458,20.0,-1079.99,0.1909,20.0,-722.55,0.2106,20.0,-501.96,0.2308,20.0,-409.83,0.2435,20.0,-337.29,0.2563,20.0,-276.68,0.2699,20.0,-250.48,0.2766,20.0,-233.9,0.2816,20.0
317,318,2023-11-14,5,20,10,25,0,5.0,0.0,0.017955,0.0,-0.013125,1390.0,0.0,6.7477,0.0,-18.626,-1000000.0,0.0,-222.52,0.0,169.68,38.976,20.39,37.067,0.0,-3800.46,0.1457,20.0,-1083.45,0.1908,20.0,-724.6,0.2104,20.0,-503.54,0.2306,20.0,-411.12,0.2433,20.0,-338.32,0.2561,20.0,-277.52,0.2697,20.0,-251.26,0.2764,20.0,-234.62,0.2813,20.0
318,319,2023-11-15,5,20,10,25,0,5.0,0.0,0.01784,0.0,-0.013011,1395.0,0.0,6.7656,0.0,-18.639,-1000000.0,0.0,-223.18,0.0,169.68,38.945,20.39,37.085,0.0,-3808.5,0.1456,20.0,-1086.9,0.1906,20.0,-726.63,0.2102,20.0,-505.1,0.2305,20.0,-412.4,0.2431,20.0,-339.36,0.2559,20.0,-278.37,0.2694,20.0,-252.04,0.2762,20.0,-235.34,0.2811,20.0
319,320,2023-11-16,5,20,10,25,0,5.0,0.0,0.017726,0.0,-0.012898,1400.0,0.0,6.7833,0.0,-18.652,-1000000.0,0.0,-223.84,0.0,169.68,38.914,20.39,37.103,0.0,-3816.49,0.1456,20.0,-1090.34,0.1905,20.0,-728.64,0.2101,20.0,-506.64,0.2303,20.0,-413.66,0.2429,20.0,-340.39,0.2557,20.0,-279.21,0.2692,20.0,-252.82,0.276,20.0,-236.05,0.2808,20.0
320,321,2023-11-17,5,20,10,25,0,5.0,0.0,0.017612,0.0,-0.012785,1405.0,0.0,6.801,0.0,-18.664,-1000000.0,0.0,-224.5,0.0,169.68,38.884,20.39,37.121,0.0,-3824.46,0.1455,20.0,-1093.75,0.1903,20.0,-730.69,0.2099,20.0,-508.18,0.2301,20.0,-414.91,0.2427,20.0,-341.41,0.2555,20.0,-280.05,0.269,20.0,-253.59,0.2758,20.0,-236.77,0.2806,20.0
321,322,2023-11-18,5,20,10,25,0,5.0,0.0,0.017498,0.0,-0.012672,1410.0,0.0,6.8185,0.0,-18.677,-1000000.0,0.0,-225.15,0.0,169.68,38.854,20.39,37.138,0.0,-3832.35,0.1454,20.0,-1097.0,0.1902,20.0,-732.92,0.2098,20.0,-509.7,0.23,20.0,-416.16,0.2425,20.0,-342.43,0.2553,20.0,-280.88,0.2688,20.0,-254.36,0.2756,20.0,-237.48,0.2804,20.0
322,323,2023-11-19,5,20,10,25,0,5.0,0.0,0.017387,0.0,-0.01256,1415.0,0.0,6.8359,0.0,-18.69,-1000000.0,0.0,-225.8,0.0,169.68,38.824,20.39,37.156,0.0,-3840.06,0.1454,20.0,-1100.1,0.1901,20.0,-735.17,0.2096,20.0,-511.22,0.2298,20.0,-417.39,0.2424,20.0,-343.44,0.2551,20.0,-281.71,0.2686,20.0,-255.13,0.2754,20.0,-238.19,0.2801,20.0
