

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   419.00000  0.487177E+01  0.604799E+02 -0.139728E+02  0.331219E+02 -0.128256E+00***********  -1281.714  -1676.207     419
   420.00000  0.504195E+01  0.604799E+02 -0.139713E+02  0.331219E+02 -0.128274E+00***********  -1282.789  -1677.849     420
   421.00000  0.530357E+01  0.604799E+02 -0.139698E+02  0.331219E+02 -0.128292E+00***********  -1283.862  -1679.488     421
   422.00000  0.539755E+01  0.604799E+02 -0.139683E+02  0.331219E+02 -0.128309E+00***********  -1284.931  -1681.123     422
   423.00000  0.544835E+01  0.604799E+02 -0.139668E+02  0.331219E+02 -0.128327E+00***********  -1285.998  -1682.754     423
   424.00000  0.567187E+01  0.604799E+02 -0.139653E+02  0.331219E+02 -0.128344E+00***********  -1287.062  -1684.381     424
   425.00000  0.600207E+01  0.604799E+02 -0.139638E+02  0.331219E+02 -0.128361E+00***********  -1288.124  -1686.004     425
   426.00000  0.619765E+01  0.604799E+02 -0.139623E+02  0.331219E+02 -0.128379E+00***********  -1289.183  -1687.623     426
   427.00000  0.623829E+01  0.604799E+02 -0.139608E+02  0.331219E+02 -0.128396E+00***********  -1290.241  -1689.239     427
   428.00000  0.628147E+01  0.604799E+02 -0.139593E+02  0.331219E+02 -0.128413E+00***********  -1291.304  -1690.850     428
   429.00000  0.633481E+01  0.604799E+02 -0.139578E+02  0.331219E+02 -0.128431E+00***********  -1292.364  -1692.458     429
   430.00000  0.642625E+01  0.604799E+02 -0.139563E+02  0.331219E+02 -0.128448E+00***********  -1293.429  -1694.062     430
   431.00000  0.650245E+01  0.604799E+02 -0.139549E+02  0.331219E+02 -0.128465E+00***********  -1294.498  -1695.662     431
   432.00000  0.661929E+01  0.604799E+02 -0.139534E+02  0.331219E+02 -0.128482E+00***********  -1295.565  -1697.258     432
   433.00000  0.693679E+01  0.604799E+02 -0.139519E+02  0.331219E+02 -0.128499E+00***********  -1296.625  -1698.850     433
   434.00000  0.735335E+01  0.604799E+02 -0.139505E+02  0.331219E+02 -0.128516E+00***********  -1297.676  -1700.439     434
   435.00000  0.766577E+01  0.604799E+02 -0.139490E+02  0.331219E+02 -0.128533E+00***********  -1298.720  -1702.024     435
   436.00000  0.788167E+01  0.604799E+02 -0.139475E+02  0.331219E+02 -0.128550E+00***********  -1299.756  -1703.605     436
   437.00000  0.812043E+01  0.604799E+02 -0.139461E+02  0.331219E+02 -0.128567E+00***********  -1300.785  -1705.182     437
   438.00000  0.825759E+01  0.604799E+02 -0.139447E+02  0.331219E+02 -0.128584E+00***********  -1301.807  -1706.755     438
   439.00000  0.839475E+01  0.604799E+02 -0.139432E+02  0.331219E+02 -0.128601E+00***********  -1302.823  -1708.325     439
   440.00000  0.861573E+01  0.604799E+02 -0.139418E+02  0.331219E+02 -0.128618E+00***********  -1303.843  -1709.891     440
   441.00000  0.878083E+01  0.604799E+02 -0.139403E+02  0.331219E+02 -0.128634E+00***********  -1304.857  -1711.453     441
   442.00000  0.896371E+01  0.604799E+02 -0.139389E+02  0.331219E+02 -0.128651E+00***********  -1305.866  -1713.011     442
   443.00000  0.925581E+01  0.604799E+02 -0.139375E+02  0.331219E+02 -0.128668E+00***********  -1306.870  -1714.565     443
   444.00000  0.947679E+01  0.604799E+02 -0.139361E+02  0.331219E+02 -0.128684E+00***********  -1307.870  -1716.116     444
   445.00000  0.954283E+01  0.604799E+02 -0.139346E+02  0.331219E+02 -0.128701E+00***********  -1308.867  -1717.663     445
   446.00000  0.965713E+01  0.604799E+02 -0.139332E+02  0.331219E+02 -0.128717E+00***********  -1309.859  -1719.207     446
   447.00000  0.972571E+01  0.604799E+02 -0.139318E+02  0.331219E+02 -0.128734E+00***********  -1310.849  -1720.747     447
   448.00000  0.976381E+01  0.604799E+02 -0.139304E+02  0.331219E+02 -0.128750E+00***********  -1311.836  -1722.284     448
   449.00000  0.984255E+01  0.604799E+02 -0.139290E+02  0.331219E+02 -0.128767E+00***********  -1312.823  -1723.816     449
   450.00000  0.996193E+01  0.604799E+02 -0.139276E+02  0.331219E+02 -0.128783E+00***********  -1313.808  -1725.345     450
   451.00000  0.101016E+02  0.604799E+02 -0.139262E+02  0.331219E+02 -0.128800E+00***********  -1314.790  -1726.870     451
   452.00000  0.103480E+02  0.604799E+02 -0.139248E+02  0.331219E+02 -0.128816E+00***********  -1315.769  -1728.391     452
   453.00000  0.104801E+02  0.604799E+02 -0.139234E+02  0.331219E+02 -0.128832E+00***********  -1316.745  -1729.910     453
   454.00000  0.105741E+02  0.604799E+02 -0.139220E+02  0.331219E+02 -0.128848E+00***********  -1317.719  -1731.424     454
   455.00000  0.106884E+02  0.604799E+02 -0.139207E+02  0.331219E+02 -0.128865E+00***********  -1318.690  -1732.934     455
   456.00000  0.107290E+02  0.604799E+02 -0.139193E+02  0.331219E+02 -0.128881E+00***********  -1319.659  -1734.441     456
   457.00000  0.107290E+02  0.607288E+02 -0.139193E+02  0.331219E+02 -0.128897E+00-542633.750  -8480.191  -1735.945     457
   458.00000  0.107290E+02  0.611124E+02 -0.139193E+02  0.331219E+02 -0.128913E+00-385648.250  -8287.479  -1737.445     458
   459.00000  0.107290E+02  0.614451E+02 -0.139193E+02  0.331219E+02 -0.128929E+00-292762.406  -8090.768  -1738.941     459
   460.00000  0.107290E+02  0.614985E+02 -0.139193E+02  0.331219E+02 -0.128945E+00-233554.109  -7903.287  -1740.433     460
   461.00000  0.107290E+02  0.615391E+02 -0.139193E+02  0.331219E+02 -0.128961E+00-192492.422  -7728.521  -1741.922     461
   462.00000  0.107290E+02  0.615924E+02 -0.139193E+02  0.331219E+02 -0.128977E+00-162308.500  -7566.637  -1743.408     462
   463.00000  0.107290E+02  0.616915E+02 -0.139193E+02  0.331219E+02 -0.128993E+00-139200.906  -7416.759  -1744.890     463
   464.00000  0.107290E+02  0.619480E+02 -0.139193E+02  0.331219E+02 -0.129009E+00-120975.891  -7277.760  -1746.369     464
   465.00000  0.107290E+02  0.623113E+02 -0.139193E+02  0.331219E+02 -0.129025E+00-106270.219  -7148.519  -1747.844     465
   466.00000  0.107290E+02  0.625399E+02 -0.139193E+02  0.331219E+02 -0.129040E+00 -94187.672  -7028.014  -1749.315     466
   467.00000  0.107290E+02  0.628472E+02 -0.139193E+02  0.331219E+02 -0.129056E+00 -84112.938  -6915.336  -1750.783     467
   468.00000  0.107290E+02  0.631520E+02 -0.139193E+02  0.331219E+02 -0.129072E+00 -75608.648  -6809.690  -1752.246     468
   469.00000  0.107290E+02  0.635330E+02 -0.139193E+02  0.331219E+02 -0.129087E+00 -68348.703  -6711.403  -1753.708     469
   470.00000  0.107290E+02  0.638429E+02 -0.139193E+02  0.331219E+02 -0.129103E+00 -62089.637  -6618.214  -1755.165     470
   471.00000  0.107290E+02  0.641350E+02 -0.139193E+02  0.331219E+02 -0.129119E+00 -56648.832  -6529.809  -1756.619     471
   472.00000  0.107290E+02  0.643966E+02 -0.139193E+02  0.331219E+02 -0.129134E+00 -51887.242  -6445.944  -1758.069     472
   473.00000  0.107290E+02  0.645160E+02 -0.139193E+02  0.331219E+02 -0.129150E+00 -47696.336  -6366.338  -1759.516     473
   474.00000  0.107290E+02  0.646557E+02 -0.139193E+02  0.331219E+02 -0.129165E+00 -43989.281  -6290.691  -1760.960     474
   475.00000  0.107290E+02  0.647598E+02 -0.139193E+02  0.331219E+02 -0.129181E+00 -40695.715  -6218.713  -1762.400     475
   476.00000  0.107290E+02  0.649961E+02 -0.139193E+02  0.331219E+02 -0.129196E+00 -37757.992  -6150.113  -1763.837     476
   477.00000  0.107290E+02  0.654304E+02 -0.139193E+02  0.331219E+02 -0.129211E+00 -35128.168  -6084.626  -1765.270     477
   478.00000  0.107290E+02  0.657809E+02 -0.139193E+02  0.331219E+02 -0.129227E+00 -32766.150  -6022.005  -1766.700     478
   479.00000  0.107290E+02  0.661060E+02 -0.139193E+02  0.331219E+02 -0.129242E+00 -30638.186  -5962.021  -1768.126     479
   480.00000  0.107290E+02  0.665531E+02 -0.139193E+02  0.331219E+02 -0.129257E+00 -28715.654  -5904.464  -1769.549     480
   481.00000  0.107290E+02  0.668274E+02 -0.139193E+02  0.331219E+02 -0.129273E+00 -26974.096  -5849.145  -1770.968     481
   482.00000  0.107290E+02  0.670814E+02 -0.139193E+02  0.331219E+02 -0.129288E+00 -25392.582  -5795.885  -1772.385     482
   483.00000  0.107290E+02  0.672109E+02 -0.139193E+02  0.331219E+02 -0.129303E+00 -23953.084  -5744.525  -1773.797     483
   484.00000  0.107290E+02  0.675640E+02 -0.139193E+02  0.331219E+02 -0.129318E+00 -22640.062  -5695.044  -1775.206     484
   485.00000  0.107290E+02  0.678840E+02 -0.139193E+02  0.331219E+02 -0.129333E+00 -21439.951  -5647.916  -1776.612     485
   486.00000  0.107290E+02  0.681787E+02 -0.139193E+02  0.331219E+02 -0.129348E+00 -20340.945  -5602.236  -1778.015     486
   487.00000  0.107290E+02  0.683743E+02 -0.139193E+02  0.331219E+02 -0.129363E+00 -19332.625  -3931.377  -1779.414     487
   488.00000  0.107290E+02  0.685064E+02 -0.139193E+02  0.331219E+02 -0.129378E+00 -18405.938  -3912.073  -1780.810     488
   489.00000  0.107290E+02  0.687019E+02 -0.139193E+02  0.331219E+02 -0.129393E+00 -17552.865  -3893.295  -1782.203     489
   490.00000  0.107290E+02  0.690296E+02 -0.139193E+02  0.331219E+02 -0.129408E+00 -16766.348  -3875.006  -1783.592     490
   491.00000  0.107290E+02  0.692557E+02 -0.139193E+02  0.331219E+02 -0.129423E+00 -16039.869  -3858.125  -1784.978     491
   492.00000  0.107290E+02  0.695579E+02 -0.139193E+02  0.331219E+02 -0.129438E+00 -15367.435  -3841.769  -1786.361     492
   493.00000  0.107290E+02  0.696875E+02 -0.139193E+02  0.331219E+02 -0.129452E+00 -14743.758  -3825.740  -1787.740     493
   494.00000  0.107290E+02  0.697332E+02 -0.139193E+02  0.331219E+02 -0.129467E+00 -14164.382  -3810.031  -1789.116     494
   495.00000  0.107290E+02  0.699999E+02 -0.139193E+02  0.331219E+02 -0.129482E+00 -13625.444  -3794.679  -1790.488     495
   496.00000  0.107290E+02  0.703987E+02 -0.139193E+02  0.331219E+02 -0.129497E+00 -13123.591  -3779.638  -1791.858     496
   497.00000  0.107290E+02  0.708279E+02 -0.139193E+02  0.331219E+02 -0.129511E+00 -12655.596  -3765.235  -1793.224     497
   498.00000  0.107290E+02  0.712521E+02 -0.139193E+02  0.331219E+02 -0.129526E+00 -12217.647  -3752.090  -1794.587     498
   499.00000  0.107290E+02  0.716331E+02 -0.139193E+02  0.331219E+02 -0.129540E+00 -11807.955  -3739.069  -1795.947     499
   500.00000  0.107290E+02  0.718515E+02 -0.139193E+02  0.331219E+02 -0.129555E+00 -11425.097  -3726.020  -1797.303     500
   501.00000  0.107290E+02  0.722097E+02 -0.139193E+02  0.331219E+02 -0.129569E+00 -11067.392  -3712.951  -1798.656     501
   502.00000  0.107290E+02  0.726897E+02 -0.139193E+02  0.331219E+02 -0.129584E+00 -10733.079  -3699.877  -1800.006     502
   503.00000  0.107290E+02  0.730504E+02 -0.139193E+02  0.331219E+02 -0.129598E+00 -10420.379  -3686.811  -1801.353     503
   504.00000  0.107290E+02  0.734035E+02 -0.139193E+02  0.331219E+02 -0.129613E+00 -10127.563  -3673.770  -1802.696     504
   505.00000  0.107290E+02  0.736524E+02 -0.139193E+02  0.331219E+02 -0.129627E+00  -9872.746  -3660.844  -1804.036     505
   506.00000  0.107290E+02  0.739496E+02 -0.139193E+02  0.331219E+02 -0.129641E+00  -9633.954  -3648.124  -1805.373     506
   507.00000  0.107290E+02  0.742391E+02 -0.139193E+02  0.331219E+02 -0.129656E+00  -9398.994  -3635.548  -1806.707     507
   508.00000  0.107290E+02  0.744728E+02 -0.139193E+02  0.331219E+02 -0.129670E+00  -9169.023  -3623.077  -1808.037     508
   509.00000  0.107290E+02  0.747294E+02 -0.139193E+02  0.331219E+02 -0.129684E+00  -8945.681  -3610.655  -1809.365     509
   510.00000  0.107290E+02  0.751281E+02 -0.139193E+02  0.331219E+02 -0.129698E+00  -8731.067  -3598.975  -1810.689     510
   511.00000  0.107290E+02  0.754431E+02 -0.139193E+02  0.331219E+02 -0.129713E+00  -8528.490  -3588.418  -1812.010     511
   512.00000  0.107290E+02  0.758647E+02 -0.139193E+02  0.331219E+02 -0.129727E+00  -8337.401  -3577.823  -1813.328     512
   513.00000  0.107290E+02  0.762762E+02 -0.139193E+02  0.331219E+02 -0.129741E+00  -8156.825  -3567.141  -1814.643     513
   514.00000  0.107290E+02  0.767461E+02 -0.139193E+02  0.331219E+02 -0.129755E+00  -7985.758  -3556.387  -1815.954     514
   515.00000  0.107290E+02  0.771576E+02 -0.139193E+02  0.331219E+02 -0.129769E+00  -7849.131  -3545.697  -1817.263     515
   516.00000  0.107290E+02  0.775234E+02 -0.139193E+02  0.331219E+02 -0.129783E+00  -7723.771  -3535.442  -1818.569     516
   517.00000  0.107290E+02  0.779247E+02 -0.139193E+02  0.331219E+02 -0.129797E+00  -7598.589  -3525.898  -1819.871     517
   518.00000  0.107290E+02  0.782930E+02 -0.139193E+02  0.331219E+02 -0.129811E+00  -7474.094  -2996.430  -1821.170     518
   519.00000  0.107290E+02  0.787045E+02 -0.139193E+02  0.331219E+02 -0.129825E+00  -7351.332  -2990.756  -1822.466     519
   520.00000  0.107290E+02  0.791693E+02 -0.139193E+02  0.331219E+02 -0.129839E+00  -7231.064  -2985.101  -1823.759     520
   521.00000  0.107290E+02  0.796468E+02 -0.139193E+02  0.331219E+02 -0.129852E+00  -7113.804  -2979.460  -1825.049     521
   522.00000  0.107290E+02  0.800913E+02 -0.139193E+02  0.331219E+02 -0.129866E+00  -6999.850  -2973.828  -1826.336     522
   523.00000  0.107290E+02  0.805333E+02 -0.139193E+02  0.331219E+02 -0.129880E+00  -6889.374  -2968.204  -1827.619     523
   524.00000  0.107290E+02  0.809600E+02 -0.139193E+02  0.331219E+02 -0.129894E+00  -6782.432  -2962.589  -1828.900     524
   525.00000  0.107290E+02  0.813765E+02 -0.139193E+02  0.331219E+02 -0.129907E+00  -6679.013  -2956.995  -1830.178     525
   526.00000  0.107290E+02  0.817753E+02 -0.139193E+02  0.331219E+02 -0.129921E+00  -6579.068  -2951.419  -1831.452     526
   527.00000  0.107290E+02  0.822351E+02 -0.139193E+02  0.331219E+02 -0.129935E+00  -6484.225  -2946.281  -1832.723     527
   528.00000  0.107290E+02  0.827862E+02 -0.139193E+02  0.331219E+02 -0.129948E+00  -6396.282  -2941.398  -1833.991     528
   529.00000  0.920502E+01  0.833069E+02 -0.154433E+02  0.332503E+02 -0.129962E+00    -81.384  -1680.395  -1835.258     529
   530.00000  0.768101E+01  0.837616E+02 -0.169673E+02  0.335278E+02 -0.129976E+00    -56.255  -1116.388  -1836.520     530
   531.00000  0.615701E+01  0.841781E+02 -0.184913E+02  0.338723E+02 -0.129989E+00    -45.347   -688.435  -1837.780     531
   532.00000  0.450721E+01  0.845057E+02 -0.201411E+02  0.341842E+02 -0.130003E+00    -35.315   -298.443  -1839.040     532
   533.00000  0.292201E+01  0.849375E+02 -0.217263E+02  0.346149E+02 -0.130016E+00    -33.161    -86.691  -1840.293     533
   534.00000 -0.671290E+00  0.850340E+02 -0.253196E+02  0.347114E+02 -0.130030E+00     -7.116    -16.972  -1841.545     534
   535.00000 -0.671290E+00  0.852677E+02 -0.253196E+02  0.349451E+02 -0.130043E+00    -67.218    -61.901  -1842.794     535
   536.00000 -0.671290E+00  0.856436E+02 -0.253196E+02  0.353210E+02 -0.130056E+00    -99.846    -90.978  -1844.038     536
   537.00000 -0.671290E+00  0.860627E+02 -0.253196E+02  0.357401E+02 -0.130070E+00   -134.486   -119.818  -1845.280     537
   538.00000 -0.671290E+00  0.863980E+02 -0.253196E+02  0.360754E+02 -0.130083E+00   -166.162   -145.988  -1846.519     538
   539.00000 -0.671290E+00  0.868247E+02 -0.253196E+02  0.365021E+02 -0.130096E+00   -209.644   -178.016  -1847.755     539
   540.00000 -0.671290E+00  0.873810E+02 -0.253196E+02  0.370584E+02 -0.130109E+00   -286.397   -228.202  -1848.988     540
   541.00000 -0.671290E+00  0.878712E+02 -0.253196E+02  0.375486E+02 -0.130122E+00   -404.433   -295.336  -1850.217     541
   542.00000 -0.671290E+00  0.882827E+02 -0.253196E+02  0.379601E+02 -0.130136E+00   -563.188   -375.398  -1851.444     542
   543.00000 -0.671290E+00  0.887247E+02 -0.253196E+02  0.383727E+02 -0.130149E+00   -774.903   -480.420  -1852.667     543
   544.00000 -0.671290E+00  0.890472E+02 -0.253196E+02  0.386496E+02 -0.130162E+00  -1012.198   -593.368  -1853.889     544
   545.00000 -0.671290E+00  0.892657E+02 -0.253196E+02  0.388219E+02 -0.130175E+00  -1189.495   -675.155  -1855.107     545
   546.00000 -0.671290E+00  0.896416E+02 -0.253196E+02  0.390595E+02 -0.130188E+00  -1351.054   -764.923  -1856.322     546
   547.00000 -0.671290E+00  0.899108E+02 -0.253196E+02  0.392105E+02 -0.130201E+00  -1458.179   -843.078  -1857.535     547
   548.00000 -0.671290E+00  0.902817E+02 -0.253196E+02  0.393808E+02 -0.130214E+00  -1520.023   -911.426  -1858.744     548
   549.00000 -0.206829E+01  0.907084E+02 -0.267166E+02  0.396795E+02 -0.130227E+00    -80.234   -541.980  -1859.948     549
   550.00000 -0.206829E+01  0.909548E+02 -0.267166E+02  0.399182E+02 -0.130240E+00   -246.224   -484.136  -1861.152     550
   551.00000 -0.487419E+01  0.913130E+02 -0.295225E+02  0.402719E+02 -0.130253E+00    -24.774   -216.358  -1862.355     551
   552.00000 -0.487419E+01  0.916889E+02 -0.295225E+02  0.406478E+02 -0.130266E+00   -118.514   -167.345  -1863.552     552
   553.00000 -0.783649E+01  0.920369E+02 -0.324848E+02  0.409958E+02 -0.130278E+00    -15.730    -51.281  -1864.746     553
   554.00000 -0.783649E+01  0.924814E+02 -0.324848E+02  0.414403E+02 -0.130291E+00    -86.780    -86.232  -1865.939     554
   555.00000 -0.106305E+02  0.929436E+02 -0.352788E+02  0.419026E+02 -0.130304E+00    -14.523    -31.112  -1867.129     555
   556.00000 -0.106305E+02  0.934008E+02 -0.352788E+02  0.423598E+02 -0.130317E+00    -76.059    -68.728  -1868.315     556
   557.00000 -0.134245E+02  0.938783E+02 -0.380728E+02  0.428373E+02 -0.130329E+00    -13.061    -23.809  -1869.499     557
   558.00000 -0.148658E+02  0.943101E+02 -0.395141E+02  0.432691E+02 -0.130342E+00    -24.795    -30.326  -1870.679     558
   559.00000 -0.148658E+02  0.947470E+02 -0.395141E+02  0.437060E+02 -0.130354E+00    -71.283    -60.272  -1871.858     559
   560.00000 -0.148658E+02  0.951966E+02 -0.395141E+02  0.441556E+02 -0.130367E+00    -99.086    -83.304  -1873.033     560
   561.00000 -0.148658E+02  0.956233E+02 -0.395141E+02  0.445823E+02 -0.130380E+00   -126.300   -104.405  -1874.205     561
   562.00000 -0.148658E+02  0.961059E+02 -0.395141E+02  0.450649E+02 -0.130392E+00   -158.391   -127.066  -1875.375     562
   563.00000 -0.148658E+02  0.965682E+02 -0.395141E+02  0.455272E+02 -0.130405E+00   -198.261   -152.305  -1876.542     563
   564.00000 -0.148658E+02  0.970203E+02 -0.395141E+02  0.459793E+02 -0.130417E+00   -246.354   -179.968  -1877.706     564
   565.00000 -0.148658E+02  0.973962E+02 -0.395141E+02  0.463552E+02 -0.130430E+00   -300.042   -207.704  -1878.868     565
   566.00000 -0.148658E+02  0.978052E+02 -0.395141E+02  0.467642E+02 -0.130442E+00   -366.557   -239.126  -1880.026     566
   567.00000 -0.148658E+02  0.982192E+02 -0.395141E+02  0.471782E+02 -0.130454E+00   -461.720   -279.777  -1881.182     567
   568.00000 -0.148658E+02  0.985900E+02 -0.395141E+02  0.475490E+02 -0.130467E+00   -588.800   -327.834  -1882.335     568
   569.00000 -0.148658E+02  0.989761E+02 -0.395141E+02  0.479248E+02 -0.130479E+00   -757.505   -388.025  -1883.485     569
   570.00000 -0.148658E+02  0.994587E+02 -0.395141E+02  0.483393E+02 -0.130491E+00   -979.610   -473.688  -1884.633     570
   571.00000 -0.148658E+02  0.100015E+03 -0.395141E+02  0.487437E+02 -0.130504E+00  -1228.895   -587.522  -1885.777     571
   572.00000 -0.148658E+02  0.100604E+03 -0.395141E+02  0.490899E+02 -0.130516E+00  -1425.852   -697.074  -1886.919     572
   573.00000 -0.148658E+02  0.101077E+03 -0.395141E+02  0.493289E+02 -0.130528E+00  -1521.262   -767.514  -1888.058     573
   574.00000 -0.148658E+02  0.101483E+03 -0.395141E+02  0.495215E+02 -0.130540E+00  -1566.404   -805.407  -1889.195     574
   575.00000 -0.148658E+02  0.101826E+03 -0.395141E+02  0.496793E+02 -0.130553E+00  -1587.650   -826.886  -1890.328     575
   576.00000 -0.148658E+02  0.102268E+03 -0.395141E+02  0.498668E+02 -0.130565E+00  -1595.787   -849.920  -1891.458     576
   577.00000 -0.148658E+02  0.102649E+03 -0.395141E+02  0.500244E+02 -0.130577E+00  -1599.052   -872.672  -1892.587     577
   578.00000 -0.148658E+02  0.103119E+03 -0.395141E+02  0.502023E+02 -0.130589E+00  -1600.380   -897.759  -1893.713     578
   579.00000 -0.148658E+02  0.103533E+03 -0.395141E+02  0.503540E+02 -0.130601E+00  -1601.007   -921.854  -1894.835     579
   580.00000 -0.148658E+02  0.103962E+03 -0.395141E+02  0.505029E+02 -0.130613E+00  -1601.383   -942.992  -1895.954     580
   581.00000 -0.148658E+02  0.104325E+03 -0.395141E+02  0.506275E+02 -0.130625E+00  -1601.682   -959.032  -1897.071     581
   582.00000 -0.148658E+02  0.104457E+03 -0.395141E+02  0.506779E+02 -0.130637E+00  -1601.865   -953.207  -1898.185     582
   583.00000 -0.148658E+02  0.104790E+03 -0.395141E+02  0.507984E+02 -0.130649E+00  -1601.861   -950.222  -1899.297     583
   584.00000 -0.148658E+02  0.105136E+03 -0.395141E+02  0.509189E+02 -0.130661E+00  -1601.881   -965.451  -1900.407     584
   585.00000 -0.148658E+02  0.105255E+03 -0.395141E+02  0.509649E+02 -0.130673E+00  -1601.906   -962.632  -1901.515     585
   586.00000 -0.148658E+02  0.105506E+03 -0.395141E+02  0.510596E+02 -0.130684E+00  -1601.774   -957.332  -1902.619     586
   587.00000 -0.148658E+02  0.105819E+03 -0.395141E+02  0.511717E+02 -0.130696E+00  -1601.676   -970.175  -1903.721     587
   588.00000 -0.148658E+02  0.106134E+03 -0.395141E+02  0.512802E+02 -0.130708E+00  -1601.700   -987.120  -1904.820     588
   589.00000 -0.148658E+02  0.106500E+03 -0.395141E+02  0.513972E+02 -0.130720E+00  -1601.807  -1007.859  -1905.915     589
   590.00000 -0.148658E+02  0.106878E+03 -0.395141E+02  0.515103E+02 -0.130732E+00  -1601.976  -1030.014  -1907.009     590
   591.00000 -0.148658E+02  0.107203E+03 -0.395141E+02  0.516053E+02 -0.130743E+00  -1602.183  -1047.493  -1908.099     591
   592.00000 -0.148658E+02  0.107526E+03 -0.395141E+02  0.516961E+02 -0.130755E+00  -1602.390  -1060.733  -1909.187     592
   593.00000 -0.148658E+02  0.107930E+03 -0.395141E+02  0.518001E+02 -0.130767E+00  -1602.587  -1077.552  -1910.273     593
   594.00000 -0.148658E+02  0.108311E+03 -0.395141E+02  0.518941E+02 -0.130778E+00  -1602.786  -1095.406  -1911.356     594
   595.00000 -0.148658E+02  0.108669E+03 -0.395141E+02  0.519796E+02 -0.130790E+00  -1602.989  -1109.493  -1912.437     595
   596.00000 -0.148658E+02  0.109045E+03 -0.395141E+02  0.520650E+02 -0.130801E+00  -1603.187  -1122.268  -1913.515     596
   597.00000 -0.148658E+02  0.109479E+03 -0.395141E+02  0.521556E+02 -0.130813E+00  -1603.376  -1137.857  -1914.590     597
   598.00000 -0.148658E+02  0.109822E+03 -0.395141E+02  0.522281E+02 -0.130824E+00  -1603.562  -1149.559  -1915.663     598
   599.00000 -0.148658E+02  0.110111E+03 -0.395141E+02  0.522904E+02 -0.130836E+00  -1603.741  -1154.697  -1916.733     599
   600.00000 -0.148658E+02  0.110426E+03 -0.395141E+02  0.523565E+02 -0.130847E+00  -1603.907  -1159.415  -1917.800     600
   601.00000 -0.148658E+02  0.110805E+03 -0.395141E+02  0.524308E+02 -0.130859E+00  -1604.058  -1168.536  -1918.866     601
   602.00000 -0.148658E+02  0.111148E+03 -0.395141E+02  0.524974E+02 -0.130870E+00  -1604.199  -1178.160  -1919.929     602
   603.00000 -0.148658E+02  0.111519E+03 -0.395141E+02  0.525658E+02 -0.130881E+00  -1604.333  -1187.609  -1920.988     603
   604.00000 -0.148658E+02  0.111867E+03 -0.395141E+02  0.526290E+02 -0.130893E+00  -1604.463  -1196.209  -1922.046     604
   605.00000 -0.148658E+02  0.112329E+03 -0.395141E+02  0.527031E+02 -0.130904E+00  -1604.591  -1208.199  -1923.100     605
   606.00000 -0.148658E+02  0.112593E+03 -0.395141E+02  0.527505E+02 -0.130915E+00  -1604.717  -1213.965  -1924.153     606
   607.00000 -0.148658E+02  0.112989E+03 -0.395141E+02  0.528143E+02 -0.130927E+00  -1604.842  -1220.092  -1925.203     607
   608.00000 -0.148658E+02  0.113355E+03 -0.395141E+02  0.528725E+02 -0.130938E+00  -1604.962  -1228.548  -1926.250     608
   609.00000 -0.148658E+02  0.113660E+03 -0.395141E+02  0.529222E+02 -0.130949E+00  -1605.079  -1233.486  -1927.295     609
   610.00000 -0.148658E+02  0.113949E+03 -0.395141E+02  0.553437E+02 -0.130960E+00  -1605.191   -331.859  -1928.337     610
   611.00000 -0.148658E+02  0.114252E+03 -0.395141E+02  0.571592E+02 -0.130971E+00  -1605.316   -573.416  -1929.378     611
   612.00000 -0.148658E+02  0.114549E+03 -0.395141E+02  0.576129E+02 -0.130983E+00  -1605.479   -731.587  -1930.415     612
   613.00000 -0.148658E+02  0.114843E+03 -0.395141E+02  0.577261E+02 -0.130994E+00  -1605.672   -786.461  -1931.450     613
   614.00000 -0.148658E+02  0.115133E+03 -0.395141E+02  0.577539E+02 -0.131005E+00  -1605.880   -804.113  -1932.483     614
   615.00000 -0.148658E+02  0.115435E+03 -0.395141E+02  0.577579E+02 -0.131016E+00  -1606.090   -808.530  -1933.513     615
   616.00000 -0.148658E+02  0.115727E+03 -0.395141E+02  0.577579E+02 -0.131027E+00  -1606.297   -808.636  -1934.541     616
   617.00000 -0.148658E+02  0.116012E+03 -0.395141E+02  0.577579E+02 -0.131038E+00  -1606.500   -808.656  -1935.567     617
   618.00000 -0.148658E+02  0.116408E+03 -0.395141E+02  0.577579E+02 -0.131049E+00  -1606.698   -808.655  -1936.589     618
   619.00000 -0.148658E+02  0.116591E+03 -0.395141E+02  0.577579E+02 -0.131060E+00  -1606.891   -808.672  -1937.608     619
   620.00000 -0.148658E+02  0.116743E+03 -0.395141E+02  0.577579E+02 -0.131071E+00  -1607.080   -808.685  -1938.626     620
   621.00000 -0.148658E+02  0.116807E+03 -0.395141E+02  0.577580E+02 -0.131081E+00  -1607.264   -808.697  -1939.642     621
   622.00000 -0.148658E+02  0.117046E+03 -0.395141E+02  0.577580E+02 -0.131092E+00  -1607.445   -808.728  -1940.655     622
   623.00000 -0.148658E+02  0.117404E+03 -0.395141E+02  0.577581E+02 -0.131103E+00  -1607.622   -808.726  -1941.665     623
   624.00000 -0.148658E+02  0.117577E+03 -0.395141E+02  0.577581E+02 -0.131114E+00  -1607.796   -808.750  -1942.674     624
   625.00000 -0.148658E+02  0.117775E+03 -0.395141E+02  0.577581E+02 -0.131125E+00  -1607.966   -808.766  -1943.679     625
